placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-06-30 00:00:00,2026-06-30 01:00:00,1
tojinbo-shotaro,Person,2026-06-30 01:00:00,2026-06-30 02:00:00,5
tojinbo-shotaro,Person,2026-06-30 02:00:00,2026-06-30 03:00:00,1
tojinbo-shotaro,Person,2026-06-30 03:00:00,2026-06-30 04:00:00,0
tojinbo-shotaro,Person,2026-06-30 04:00:00,2026-06-30 05:00:00,0
tojinbo-shotaro,Person,2026-06-30 05:00:00,2026-06-30 06:00:00,32
tojinbo-shotaro,Person,2026-06-30 06:00:00,2026-06-30 07:00:00,113
tojinbo-shotaro,Person,2026-06-30 07:00:00,2026-06-30 08:00:00,51
tojinbo-shotaro,Person,2026-06-30 08:00:00,2026-06-30 09:00:00,223
tojinbo-shotaro,Person,2026-06-30 09:00:00,2026-06-30 10:00:00,330
tojinbo-shotaro,Person,2026-06-30 10:00:00,2026-06-30 11:00:00,613
tojinbo-shotaro,Person,2026-06-30 11:00:00,2026-06-30 12:00:00,587
tojinbo-shotaro,Person,2026-06-30 12:00:00,2026-06-30 13:00:00,454
tojinbo-shotaro,Person,2026-06-30 13:00:00,2026-06-30 14:00:00,613
tojinbo-shotaro,Person,2026-06-30 14:00:00,2026-06-30 15:00:00,619
tojinbo-shotaro,Person,2026-06-30 15:00:00,2026-06-30 16:00:00,679
tojinbo-shotaro,Person,2026-06-30 16:00:00,2026-06-30 17:00:00,413
tojinbo-shotaro,Person,2026-06-30 17:00:00,2026-06-30 18:00:00,101
tojinbo-shotaro,Person,2026-06-30 18:00:00,2026-06-30 19:00:00,26
tojinbo-shotaro,Person,2026-06-30 19:00:00,2026-06-30 20:00:00,21
tojinbo-shotaro,Person,2026-06-30 20:00:00,2026-06-30 21:00:00,3
tojinbo-shotaro,Person,2026-06-30 21:00:00,2026-06-30 22:00:00,8
tojinbo-shotaro,Person,2026-06-30 22:00:00,2026-06-30 23:00:00,2
tojinbo-shotaro,Person,2026-06-30 23:00:00,2026-07-01 00:00:00,0
