placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-1-gate,Face,2026-08-01 00:00:00,2026-08-02 00:00:00,194,1,59,11,10,14,12,14,20,27,0,8,4,2,3,0,1,2,6,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-02 00:00:00,2026-08-03 00:00:00,140,0,62,13,7,17,13,6,11,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-03 00:00:00,2026-08-04 00:00:00,59,1,13,3,2,2,4,3,14,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-04 00:00:00,2026-08-05 00:00:00,16,0,8,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-05 00:00:00,2026-08-06 00:00:00,21,0,9,2,2,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-06 00:00:00,2026-08-07 00:00:00,18,1,2,1,1,3,1,0,4,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-07 00:00:00,2026-08-08 00:00:00,57,0,18,3,0,8,5,2,5,12,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-08 00:00:00,2026-08-09 00:00:00,189,0,61,19,8,16,15,14,29,17,1,0,1,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-09 00:00:00,2026-08-10 00:00:00,399,3,156,21,13,30,32,28,54,37,0,7,2,2,1,5,0,5,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-10 00:00:00,2026-08-11 00:00:00,642,2,275,35,20,34,53,62,83,66,0,2,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-11 00:00:00,2026-08-12 00:00:00,333,2,142,21,10,29,27,19,35,19,0,8,2,0,2,5,1,4,7,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-12 00:00:00,2026-08-13 00:00:00,96,0,16,2,7,2,14,13,15,20,0,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-13 00:00:00,2026-08-14 00:00:00,253,3,130,13,13,21,19,12,18,10,0,4,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-14 00:00:00,2026-08-15 00:00:00,112,1,28,6,6,8,13,12,12,17,0,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-15 00:00:00,2026-08-16 00:00:00,334,2,101,21,8,29,20,32,70,36,0,1,1,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-16 00:00:00,2026-08-17 00:00:00,199,0,54,12,6,20,21,21,25,28,0,1,2,0,1,4,2,0,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-17 00:00:00,2026-08-18 00:00:00,92,1,17,6,2,10,7,9,20,14,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-18 00:00:00,2026-08-19 00:00:00,35,0,8,2,0,7,2,3,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-19 00:00:00,2026-08-20 00:00:00,42,0,8,1,0,7,5,8,7,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-20 00:00:00,2026-08-21 00:00:00,24,0,6,1,1,1,1,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2026-08-21 00:00:00,2026-08-22 00:00:00,32,1,5,2,1,2,2,6,7,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
