placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-11-08 10:00:00,2024-11-08 10:05:00,101
tojinbo-shotaro,Person,2024-11-08 10:05:00,2024-11-08 10:10:00,184
tojinbo-shotaro,Person,2024-11-08 10:10:00,2024-11-08 10:15:00,143
tojinbo-shotaro,Person,2024-11-08 10:15:00,2024-11-08 10:20:00,87
tojinbo-shotaro,Person,2024-11-08 10:20:00,2024-11-08 10:25:00,149
tojinbo-shotaro,Person,2024-11-08 10:25:00,2024-11-08 10:30:00,106
tojinbo-shotaro,Person,2024-11-08 10:30:00,2024-11-08 10:35:00,180
tojinbo-shotaro,Person,2024-11-08 10:35:00,2024-11-08 10:40:00,122
tojinbo-shotaro,Person,2024-11-08 10:40:00,2024-11-08 10:45:00,47
tojinbo-shotaro,Person,2024-11-08 10:45:00,2024-11-08 10:50:00,152
tojinbo-shotaro,Person,2024-11-08 10:50:00,2024-11-08 10:55:00,172
tojinbo-shotaro,Person,2024-11-08 10:55:00,2024-11-08 11:00:00,120
