426,LicensePlate,2024-12-29 09:06:08,2024-12-29 09:06:34,"{""box"":{""left"":2633,""right"":6457,""top"":2981,""bottom"":6882},""time"":1735430768245}",,,名古屋,231,さ
429,LicensePlate,2024-12-29 09:06:35,2024-12-29 09:06:35,"{""box"":{""left"":2294,""right"":1367,""top"":3095,""bottom"":4015},""time"":1735430795663}",,,0,8,0
