placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2024-11-01 00:00:00,2024-11-02 00:00:00,11744
fukui-station-east-entrance,Person,2024-11-02 00:00:00,2024-11-03 00:00:00,15712
fukui-station-east-entrance,Person,2024-11-03 00:00:00,2024-11-04 00:00:00,20535
fukui-station-east-entrance,Person,2024-11-04 00:00:00,2024-11-05 00:00:00,17548
fukui-station-east-entrance,Person,2024-11-05 00:00:00,2024-11-06 00:00:00,11850
fukui-station-east-entrance,Person,2024-11-06 00:00:00,2024-11-07 00:00:00,9471
fukui-station-east-entrance,Person,2024-11-07 00:00:00,2024-11-08 00:00:00,11757
fukui-station-east-entrance,Person,2024-11-08 00:00:00,2024-11-09 00:00:00,12206
fukui-station-east-entrance,Person,2024-11-09 00:00:00,2024-11-10 00:00:00,15088
fukui-station-east-entrance,Person,2024-11-10 00:00:00,2024-11-11 00:00:00,19122
fukui-station-east-entrance,Person,2024-11-11 00:00:00,2024-11-12 00:00:00,11221
fukui-station-east-entrance,Person,2024-11-12 00:00:00,2024-11-13 00:00:00,10862
fukui-station-east-entrance,Person,2024-11-13 00:00:00,2024-11-14 00:00:00,11228
fukui-station-east-entrance,Person,2024-11-14 00:00:00,2024-11-15 00:00:00,12394
fukui-station-east-entrance,Person,2024-11-15 00:00:00,2024-11-16 00:00:00,15170
fukui-station-east-entrance,Person,2024-11-16 00:00:00,2024-11-17 00:00:00,17830
fukui-station-east-entrance,Person,2024-11-17 00:00:00,2024-11-18 00:00:00,19575
fukui-station-east-entrance,Person,2024-11-18 00:00:00,2024-11-19 00:00:00,11296
fukui-station-east-entrance,Person,2024-11-19 00:00:00,2024-11-20 00:00:00,12335
fukui-station-east-entrance,Person,2024-11-20 00:00:00,2024-11-21 00:00:00,11655
fukui-station-east-entrance,Person,2024-11-21 00:00:00,2024-11-22 00:00:00,12666
fukui-station-east-entrance,Person,2024-11-22 00:00:00,2024-11-23 00:00:00,14755
fukui-station-east-entrance,Person,2024-11-23 00:00:00,2024-11-24 00:00:00,17786
fukui-station-east-entrance,Person,2024-11-24 00:00:00,2024-11-25 00:00:00,20130
fukui-station-east-entrance,Person,2024-11-25 00:00:00,2024-11-26 00:00:00,10727
fukui-station-east-entrance,Person,2024-11-26 00:00:00,2024-11-27 00:00:00,13286
fukui-station-east-entrance,Person,2024-11-27 00:00:00,2024-11-28 00:00:00,11758
fukui-station-east-entrance,Person,2024-11-28 00:00:00,2024-11-29 00:00:00,10672
fukui-station-east-entrance,Person,2024-11-29 00:00:00,2024-11-30 00:00:00,14622
fukui-station-east-entrance,Person,2024-11-30 00:00:00,2024-12-01 00:00:00,17213
