placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2024-10-17 00:00:00,2024-10-18 00:00:00,277
fukui-station-east-entrance,Person,2024-10-18 00:00:00,2024-10-19 00:00:00,3853
fukui-station-east-entrance,Person,2024-10-19 00:00:00,2024-10-20 00:00:00,2629
fukui-station-east-entrance,Person,2024-10-20 00:00:00,2024-10-21 00:00:00,2190
fukui-station-east-entrance,Person,2024-10-21 00:00:00,2024-10-22 00:00:00,4378
fukui-station-east-entrance,Person,2024-10-22 00:00:00,2024-10-23 00:00:00,6473
fukui-station-east-entrance,Person,2024-10-23 00:00:00,2024-10-24 00:00:00,10312
fukui-station-east-entrance,Person,2024-10-24 00:00:00,2024-10-25 00:00:00,11828
fukui-station-east-entrance,Person,2024-10-25 00:00:00,2024-10-26 00:00:00,13188
fukui-station-east-entrance,Person,2024-10-26 00:00:00,2024-10-27 00:00:00,14221
fukui-station-east-entrance,Person,2024-10-27 00:00:00,2024-10-28 00:00:00,7719
fukui-station-east-entrance,Person,2024-10-28 00:00:00,2024-10-29 00:00:00,4739
fukui-station-east-entrance,Person,2024-10-29 00:00:00,2024-10-30 00:00:00,11847
fukui-station-east-entrance,Person,2024-10-30 00:00:00,2024-10-31 00:00:00,10499
fukui-station-east-entrance,Person,2024-10-31 00:00:00,2024-11-01 00:00:00,10777
