332,LicensePlate,2024-12-12 14:59:53,2024-12-12 14:59:55,"{""box"":{""left"":2530,""right"":6730,""top"":2801,""bottom"":7036},""time"":1733983193297},{""box"":{""left"":2530,""right"":6730,""top"":2801,""bottom"":7036},""time"":1733983194024},{""box"":{""left"":2530,""right"":6730,""top"":2801,""bottom"":7036},""time"":1733983195032}",,,福井,400,ち
333,LicensePlate,2024-12-12 14:59:57,2024-12-12 14:59:59,"{""box"":{""left"":5658,""right"":8409,""top"":6412,""bottom"":9576},""time"":1733983197763},{""box"":{""left"":5658,""right"":8409,""top"":6412,""bottom"":9576},""time"":1733983198097},{""box"":{""left"":5658,""right"":8409,""top"":6412,""bottom"":9576},""time"":1733983199034}",,,5,28,1
