placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-04-24 00:00:00,2025-04-24 01:00:00,0
fukui-station-east-entrance,Person,2025-04-24 01:00:00,2025-04-24 02:00:00,0
fukui-station-east-entrance,Person,2025-04-24 02:00:00,2025-04-24 03:00:00,0
fukui-station-east-entrance,Person,2025-04-24 03:00:00,2025-04-24 04:00:00,0
fukui-station-east-entrance,Person,2025-04-24 04:00:00,2025-04-24 05:00:00,0
fukui-station-east-entrance,Person,2025-04-24 05:00:00,2025-04-24 06:00:00,24
fukui-station-east-entrance,Person,2025-04-24 06:00:00,2025-04-24 07:00:00,132
fukui-station-east-entrance,Person,2025-04-24 07:00:00,2025-04-24 08:00:00,283
fukui-station-east-entrance,Person,2025-04-24 08:00:00,2025-04-24 09:00:00,460
fukui-station-east-entrance,Person,2025-04-24 09:00:00,2025-04-24 10:00:00,569
fukui-station-east-entrance,Person,2025-04-24 10:00:00,2025-04-24 11:00:00,525
fukui-station-east-entrance,Person,2025-04-24 11:00:00,2025-04-24 12:00:00,618
