placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-05-13 00:00:00,2026-05-13 01:00:00,0
tojinbo-shotaro,Person,2026-05-13 01:00:00,2026-05-13 02:00:00,1
tojinbo-shotaro,Person,2026-05-13 02:00:00,2026-05-13 03:00:00,5
tojinbo-shotaro,Person,2026-05-13 03:00:00,2026-05-13 04:00:00,0
tojinbo-shotaro,Person,2026-05-13 04:00:00,2026-05-13 05:00:00,3
tojinbo-shotaro,Person,2026-05-13 05:00:00,2026-05-13 06:00:00,15
tojinbo-shotaro,Person,2026-05-13 06:00:00,2026-05-13 07:00:00,74
tojinbo-shotaro,Person,2026-05-13 07:00:00,2026-05-13 08:00:00,141
tojinbo-shotaro,Person,2026-05-13 08:00:00,2026-05-13 09:00:00,315
tojinbo-shotaro,Person,2026-05-13 09:00:00,2026-05-13 10:00:00,400
tojinbo-shotaro,Person,2026-05-13 10:00:00,2026-05-13 11:00:00,789
tojinbo-shotaro,Person,2026-05-13 11:00:00,2026-05-13 12:00:00,938
tojinbo-shotaro,Person,2026-05-13 12:00:00,2026-05-13 13:00:00,836
tojinbo-shotaro,Person,2026-05-13 13:00:00,2026-05-13 14:00:00,906
tojinbo-shotaro,Person,2026-05-13 14:00:00,2026-05-13 15:00:00,1149
tojinbo-shotaro,Person,2026-05-13 15:00:00,2026-05-13 16:00:00,1032
tojinbo-shotaro,Person,2026-05-13 16:00:00,2026-05-13 17:00:00,570
tojinbo-shotaro,Person,2026-05-13 17:00:00,2026-05-13 18:00:00,83
tojinbo-shotaro,Person,2026-05-13 18:00:00,2026-05-13 19:00:00,10
tojinbo-shotaro,Person,2026-05-13 19:00:00,2026-05-13 20:00:00,9
tojinbo-shotaro,Person,2026-05-13 20:00:00,2026-05-13 21:00:00,12
tojinbo-shotaro,Person,2026-05-13 21:00:00,2026-05-13 22:00:00,0
tojinbo-shotaro,Person,2026-05-13 22:00:00,2026-05-13 23:00:00,7
tojinbo-shotaro,Person,2026-05-13 23:00:00,2026-05-14 00:00:00,0
