1543,Person,2024-10-28 17:55:39,2024-10-28 17:55:45,{"left":3450,"right":135,"top":3606,"bottom":828},,,,,
1544,Person,2024-10-28 17:56:06,2024-10-28 17:56:06,{"left":3620,"right":155,"top":3829,"bottom":874},{"box":{"left":3620,"right":155,"top":3829,"bottom":874},"time":1730105766401},{"box":{"left":3620,"right":155,"top":3829,"bottom":874},"time":1730105766550},{"box":{"left":3620,"right":155,"top":3829,"bottom":874},"time":1730105766701},,,,,
