placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-06-01 00:00:00,2026-06-02 00:00:00,8126
tojinbo-shotaro,Person,2026-06-02 00:00:00,2026-06-03 00:00:00,4232
tojinbo-shotaro,Person,2026-06-03 00:00:00,2026-06-04 00:00:00,3292
tojinbo-shotaro,Person,2026-06-04 00:00:00,2026-06-05 00:00:00,7887
tojinbo-shotaro,Person,2026-06-05 00:00:00,2026-06-06 00:00:00,8104
tojinbo-shotaro,Person,2026-06-06 00:00:00,2026-06-07 00:00:00,15901
tojinbo-shotaro,Person,2026-06-07 00:00:00,2026-06-08 00:00:00,13952
tojinbo-shotaro,Person,2026-06-08 00:00:00,2026-06-09 00:00:00,6556
tojinbo-shotaro,Person,2026-06-09 00:00:00,2026-06-10 00:00:00,5629
tojinbo-shotaro,Person,2026-06-10 00:00:00,2026-06-11 00:00:00,7503
tojinbo-shotaro,Person,2026-06-11 00:00:00,2026-06-12 00:00:00,8106
tojinbo-shotaro,Person,2026-06-12 00:00:00,2026-06-13 00:00:00,12358
tojinbo-shotaro,Person,2026-06-13 00:00:00,2026-06-14 00:00:00,21256
tojinbo-shotaro,Person,2026-06-14 00:00:00,2026-06-15 00:00:00,19664
tojinbo-shotaro,Person,2026-06-15 00:00:00,2026-06-16 00:00:00,10195
tojinbo-shotaro,Person,2026-06-16 00:00:00,2026-06-17 00:00:00,7264
tojinbo-shotaro,Person,2026-06-17 00:00:00,2026-06-18 00:00:00,5946
tojinbo-shotaro,Person,2026-06-18 00:00:00,2026-06-19 00:00:00,6092
tojinbo-shotaro,Person,2026-06-19 00:00:00,2026-06-20 00:00:00,9468
tojinbo-shotaro,Person,2026-06-20 00:00:00,2026-06-21 00:00:00,6254
tojinbo-shotaro,Person,2026-06-21 00:00:00,2026-06-22 00:00:00,14972
tojinbo-shotaro,Person,2026-06-22 00:00:00,2026-06-23 00:00:00,7058
