placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-05-01 00:00:00,2026-05-02 00:00:00,6945
tojinbo-shotaro,Person,2026-05-02 00:00:00,2026-05-03 00:00:00,20020
tojinbo-shotaro,Person,2026-05-03 00:00:00,2026-05-04 00:00:00,20079
tojinbo-shotaro,Person,2026-05-04 00:00:00,2026-05-05 00:00:00,17532
tojinbo-shotaro,Person,2026-05-05 00:00:00,2026-05-06 00:00:00,26574
tojinbo-shotaro,Person,2026-05-06 00:00:00,2026-05-07 00:00:00,17512
tojinbo-shotaro,Person,2026-05-07 00:00:00,2026-05-08 00:00:00,7033
tojinbo-shotaro,Person,2026-05-08 00:00:00,2026-05-09 00:00:00,4962
tojinbo-shotaro,Person,2026-05-09 00:00:00,2026-05-10 00:00:00,13120
tojinbo-shotaro,Person,2026-05-10 00:00:00,2026-05-11 00:00:00,16283
tojinbo-shotaro,Person,2026-05-11 00:00:00,2026-05-12 00:00:00,7482
tojinbo-shotaro,Person,2026-05-12 00:00:00,2026-05-13 00:00:00,6911
tojinbo-shotaro,Person,2026-05-13 00:00:00,2026-05-14 00:00:00,7295
tojinbo-shotaro,Person,2026-05-14 00:00:00,2026-05-15 00:00:00,9578
tojinbo-shotaro,Person,2026-05-15 00:00:00,2026-05-16 00:00:00,8324
tojinbo-shotaro,Person,2026-05-16 00:00:00,2026-05-17 00:00:00,16029
tojinbo-shotaro,Person,2026-05-17 00:00:00,2026-05-18 00:00:00,17226
tojinbo-shotaro,Person,2026-05-18 00:00:00,2026-05-19 00:00:00,8629
tojinbo-shotaro,Person,2026-05-19 00:00:00,2026-05-20 00:00:00,10535
tojinbo-shotaro,Person,2026-05-20 00:00:00,2026-05-21 00:00:00,7553
tojinbo-shotaro,Person,2026-05-21 00:00:00,2026-05-22 00:00:00,5689
tojinbo-shotaro,Person,2026-05-22 00:00:00,2026-05-23 00:00:00,8350
tojinbo-shotaro,Person,2026-05-23 00:00:00,2026-05-24 00:00:00,16440
tojinbo-shotaro,Person,2026-05-24 00:00:00,2026-05-25 00:00:00,16994
tojinbo-shotaro,Person,2026-05-25 00:00:00,2026-05-26 00:00:00,9429
tojinbo-shotaro,Person,2026-05-26 00:00:00,2026-05-27 00:00:00,5876
