placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-03-01 00:00:00,2026-03-02 00:00:00,14631
tojinbo-shotaro,Person,2026-03-02 00:00:00,2026-03-03 00:00:00,7189
tojinbo-shotaro,Person,2026-03-03 00:00:00,2026-03-04 00:00:00,3083
tojinbo-shotaro,Person,2026-03-04 00:00:00,2026-03-05 00:00:00,4996
tojinbo-shotaro,Person,2026-03-05 00:00:00,2026-03-06 00:00:00,7672
tojinbo-shotaro,Person,2026-03-06 00:00:00,2026-03-07 00:00:00,9149
tojinbo-shotaro,Person,2026-03-07 00:00:00,2026-03-08 00:00:00,11297
tojinbo-shotaro,Person,2026-03-08 00:00:00,2026-03-09 00:00:00,14378
tojinbo-shotaro,Person,2026-03-09 00:00:00,2026-03-10 00:00:00,9596
tojinbo-shotaro,Person,2026-03-10 00:00:00,2026-03-11 00:00:00,7245
tojinbo-shotaro,Person,2026-03-11 00:00:00,2026-03-12 00:00:00,10299
tojinbo-shotaro,Person,2026-03-12 00:00:00,2026-03-13 00:00:00,9301
tojinbo-shotaro,Person,2026-03-13 00:00:00,2026-03-14 00:00:00,7684
tojinbo-shotaro,Person,2026-03-14 00:00:00,2026-03-15 00:00:00,15977
tojinbo-shotaro,Person,2026-03-15 00:00:00,2026-03-16 00:00:00,16324
