placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-01-01 00:00:00,2026-01-02 00:00:00,14010
tojinbo-shotaro,Person,2026-01-02 00:00:00,2026-01-03 00:00:00,8276
tojinbo-shotaro,Person,2026-01-03 00:00:00,2026-01-04 00:00:00,11086
tojinbo-shotaro,Person,2026-01-04 00:00:00,2026-01-05 00:00:00,7497
tojinbo-shotaro,Person,2026-01-05 00:00:00,2026-01-06 00:00:00,3090

tojinbo-shotaro,Person,2026-01-07 00:00:00,2026-01-08 00:00:00,3696
tojinbo-shotaro,Person,2026-01-08 00:00:00,2026-01-09 00:00:00,1883
tojinbo-shotaro,Person,2026-01-09 00:00:00,2026-01-10 00:00:00,3303
tojinbo-shotaro,Person,2026-01-10 00:00:00,2026-01-11 00:00:00,9191
tojinbo-shotaro,Person,2026-01-11 00:00:00,2026-01-12 00:00:00,5450
tojinbo-shotaro,Person,2026-01-12 00:00:00,2026-01-13 00:00:00,3145
tojinbo-shotaro,Person,2026-01-13 00:00:00,2026-01-14 00:00:00,2648
tojinbo-shotaro,Person,2026-01-14 00:00:00,2026-01-15 00:00:00,3130
tojinbo-shotaro,Person,2026-01-15 00:00:00,2026-01-16 00:00:00,3154
tojinbo-shotaro,Person,2026-01-16 00:00:00,2026-01-17 00:00:00,4455
tojinbo-shotaro,Person,2026-01-17 00:00:00,2026-01-18 00:00:00,8466
