placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-08-01 00:00:00,2026-08-02 00:00:00,17304
tojinbo-shotaro,Person,2026-08-02 00:00:00,2026-08-03 00:00:00,18512
tojinbo-shotaro,Person,2026-08-03 00:00:00,2026-08-04 00:00:00,12419
tojinbo-shotaro,Person,2026-08-04 00:00:00,2026-08-05 00:00:00,14935
tojinbo-shotaro,Person,2026-08-05 00:00:00,2026-08-06 00:00:00,15458
tojinbo-shotaro,Person,2026-08-06 00:00:00,2026-08-07 00:00:00,14169
tojinbo-shotaro,Person,2026-08-07 00:00:00,2026-08-08 00:00:00,15695
tojinbo-shotaro,Person,2026-08-08 00:00:00,2026-08-09 00:00:00,22623
tojinbo-shotaro,Person,2026-08-09 00:00:00,2026-08-10 00:00:00,25721
tojinbo-shotaro,Person,2026-08-10 00:00:00,2026-08-11 00:00:00,29369
tojinbo-shotaro,Person,2026-08-11 00:00:00,2026-08-12 00:00:00,30900
tojinbo-shotaro,Person,2026-08-12 00:00:00,2026-08-13 00:00:00,26879
tojinbo-shotaro,Person,2026-08-13 00:00:00,2026-08-14 00:00:00,26392
tojinbo-shotaro,Person,2026-08-14 00:00:00,2026-08-15 00:00:00,30046
tojinbo-shotaro,Person,2026-08-15 00:00:00,2026-08-16 00:00:00,26068
tojinbo-shotaro,Person,2026-08-16 00:00:00,2026-08-17 00:00:00,22064
tojinbo-shotaro,Person,2026-08-17 00:00:00,2026-08-18 00:00:00,18874
tojinbo-shotaro,Person,2026-08-18 00:00:00,2026-08-19 00:00:00,17930
tojinbo-shotaro,Person,2026-08-19 00:00:00,2026-08-20 00:00:00,15234
tojinbo-shotaro,Person,2026-08-20 00:00:00,2026-08-21 00:00:00,14711
tojinbo-shotaro,Person,2026-08-21 00:00:00,2026-08-22 00:00:00,14848
