321,LicensePlate,2024-11-12 10:53:15,2024-11-12 10:53:17,"{""box"":{""left"":4538,""right"":6851,""top"":5166,""bottom"":7749},""time"":1731376395193},{""box"":{""left"":4538,""right"":6851,""top"":5166,""bottom"":7749},""time"":1731376396018},{""box"":{""left"":4538,""right"":6851,""top"":5166,""bottom"":7749},""time"":1731376397020}",,,名古屋,230,い
322,LicensePlate,2024-11-12 10:53:48,2024-11-12 10:54:03,"{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376428428},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376429028},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376430034},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376431033},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376432030},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376433068},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376434004},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376435010},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376436009},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376437008},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376438016},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376439015},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376440022},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376441192},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376442027},{""box"":{""left"":2387,""right"":6760,""top"":2645,""bottom"":7095},""time"":1731376443027}",,,福井,500,の
323,LicensePlate,2024-11-12 10:54:04,2024-11-12 10:54:13,"{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376444770},{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376447038},{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376448003},{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376449001},{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376450009},{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376451006},{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376452016},{""box"":{""left"":2518,""right"":6679,""top"":2772,""bottom"":7057},""time"":1731376453015}",,,姫路,330,や
324,LicensePlate,2024-11-12 10:54:17,2024-11-12 10:54:20,"{""box"":{""left"":5995,""right"":7471,""top"":6583,""bottom"":8813},""time"":1731376457758},{""box"":{""left"":5995,""right"":7471,""top"":6583,""bottom"":8813},""time"":1731376460038}",,,姫路,330,や
326,LicensePlate,2024-11-12 10:54:21,2024-11-12 10:54:27,"{""box"":{""left"":2339,""right"":6641,""top"":2588,""bottom"":6935},""time"":1731376461504},{""box"":{""left"":2339,""right"":6641,""top"":2588,""bottom"":6935},""time"":1731376463008},{""box"":{""left"":2339,""right"":6641,""top"":2588,""bottom"":6935},""time"":1731376464005},{""box"":{""left"":2339,""right"":6641,""top"":2588,""bottom"":6935},""time"":1731376465011},{""box"":{""left"":2339,""right"":6641,""top"":2588,""bottom"":6935},""time"":1731376466018},{""box"":{""left"":2339,""right"":6641,""top"":2588,""bottom"":6935},""time"":1731376467015}",,,福井,300,や
327,LicensePlate,2024-11-12 10:54:33,2024-11-12 10:54:35,"{""box"":{""left"":6021,""right"":7665,""top"":6635,""bottom"":8975},""time"":1731376473015}",,,福井,300,や
328,LicensePlate,2024-11-12 10:55:03,2024-11-12 10:55:06,"{""box"":{""left"":2570,""right"":6644,""top"":2829,""bottom"":6933},""time"":1731376503947},{""box"":{""left"":2570,""right"":6644,""top"":2829,""bottom"":6933},""time"":1731376505007},{""box"":{""left"":2570,""right"":6644,""top"":2829,""bottom"":6933},""time"":1731376506014}",,,山形山梨,330,て
329,LicensePlate,2024-11-12 10:55:17,2024-11-12 10:55:33,"{""box"":{""left"":6351,""right"":7130,""top"":6872,""bottom"":8419},""time"":1731376517277},{""box"":{""left"":6351,""right"":7130,""top"":6872,""bottom"":8419},""time"":1731376533023}",,,山梨,330,て
330,LicensePlate,2024-11-12 10:56:37,2024-11-12 10:56:41,"{""box"":{""left"":2575,""right"":6769,""top"":2887,""bottom"":7212},""time"":1731376597526},{""box"":{""left"":2575,""right"":6769,""top"":2887,""bottom"":7212},""time"":1731376598405},{""box"":{""left"":2575,""right"":6769,""top"":2887,""bottom"":7212},""time"":1731376599064},{""box"":{""left"":2575,""right"":6769,""top"":2887,""bottom"":7212},""time"":1731376600030},{""box"":{""left"":2575,""right"":6769,""top"":2887,""bottom"":7212},""time"":1731376601038}",,,福井,331,や
332,LicensePlate,2024-11-12 10:56:42,2024-11-12 10:56:45,"{""box"":{""left"":6363,""right"":7677,""top"":6906,""bottom"":9027},""time"":1731376602940}",,,福井,331,や
333,LicensePlate,2024-11-12 10:57:41,2024-11-12 10:57:44,"{""box"":{""left"":2631,""right"":6804,""top"":2936,""bottom"":7216},""time"":1731376661865},{""box"":{""left"":2631,""right"":6804,""top"":2936,""bottom"":7216},""time"":1731376663065},{""box"":{""left"":2631,""right"":6804,""top"":2936,""bottom"":7216},""time"":1731376664063}",,,川越,338,つ
