212,Face,2024-11-02 10:53:23,2024-11-02 10:53:25,"{""box"":{""left"":7378,""right"":2690,""top"":7792,""bottom"":3293},""time"":1730512403521}",45,54,male,,,
213,Face,2024-11-02 10:53:39,2024-11-02 10:53:40,"{""box"":{""left"":4151,""right"":4132,""top"":4495,""bottom"":4601},""time"":1730512419592}",65,,male,,,
214,Face,2024-11-02 10:53:40,2024-11-02 10:53:41,"{""box"":{""left"":2347,""right"":4610,""top"":2736,""bottom"":5110},""time"":1730512420891}",6,12,male,,,
215,Face,2024-11-02 10:55:26,2024-11-02 10:55:27,"{""box"":{""left"":2470,""right"":4776,""top"":2813,""bottom"":5245},""time"":1730512526619}",6,12,male,,,
216,Face,2024-11-02 10:55:46,2024-11-02 10:55:47,"{""box"":{""left"":2403,""right"":4569,""top"":2768,""bottom"":5102},""time"":1730512546962}",65,,male,,,
217,Face,2024-11-02 10:56:02,2024-11-02 10:56:02,"{""box"":{""left"":405,""right"":3637,""top"":1101,""bottom"":4770},""time"":1730512562069}",35,44,female,,,
218,Face,2024-11-02 10:56:07,2024-11-02 10:56:10,"{""box"":{""left"":898,""right"":3684,""top"":1585,""bottom"":4623},""time"":1730512567347}",55,64,male,,,
219,Face,2024-11-02 10:56:15,2024-11-02 10:56:15,"{""box"":{""left"":863,""right"":3750,""top"":1568,""bottom"":4956},""time"":1730512575663}",55,64,male,,,
220,Face,2024-11-02 10:56:35,2024-11-02 10:56:36,"{""box"":{""left"":2465,""right"":4648,""top"":2831,""bottom"":5148},""time"":1730512595334}",65,,male,,,
221,Face,2024-11-02 10:56:44,2024-11-02 10:56:47,"{""box"":{""left"":2816,""right"":4253,""top"":3230,""bottom"":4856},""time"":1730512604391}",45,54,male,,,
