93,LicensePlate,2024-11-15 09:06:29,2024-11-15 09:06:32,"{""box"":{""left"":2582,""right"":6795,""top"":2798,""bottom"":7050},""time"":1731629189782},{""box"":{""left"":2582,""right"":6795,""top"":2798,""bottom"":7050},""time"":1731629191016},{""box"":{""left"":2582,""right"":6795,""top"":2798,""bottom"":7050},""time"":1731629192021}",,,名古屋,536,て
95,LicensePlate,2024-11-15 09:06:33,2024-11-15 09:06:37,"{""box"":{""left"":6000,""right"":8260,""top"":6591,""bottom"":9345},""time"":1731629193855},{""box"":{""left"":6000,""right"":8260,""top"":6591,""bottom"":9345},""time"":1731629196021},{""box"":{""left"":6000,""right"":8260,""top"":6591,""bottom"":9345},""time"":1731629197029}",,,7,9,2
