placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-12-22 09:00:00,2024-12-22 09:05:00,23
tojinbo-shotaro,Person,2024-12-22 09:05:00,2024-12-22 09:10:00,31
tojinbo-shotaro,Person,2024-12-22 09:10:00,2024-12-22 09:15:00,15
tojinbo-shotaro,Person,2024-12-22 09:15:00,2024-12-22 09:20:00,22
tojinbo-shotaro,Person,2024-12-22 09:20:00,2024-12-22 09:25:00,21
tojinbo-shotaro,Person,2024-12-22 09:25:00,2024-12-22 09:30:00,21
tojinbo-shotaro,Person,2024-12-22 09:30:00,2024-12-22 09:35:00,31
tojinbo-shotaro,Person,2024-12-22 09:35:00,2024-12-22 09:40:00,57
tojinbo-shotaro,Person,2024-12-22 09:40:00,2024-12-22 09:45:00,35
tojinbo-shotaro,Person,2024-12-22 09:45:00,2024-12-22 09:50:00,37
tojinbo-shotaro,Person,2024-12-22 09:50:00,2024-12-22 09:55:00,39
tojinbo-shotaro,Person,2024-12-22 09:55:00,2024-12-22 10:00:00,27
