placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-03-01 00:00:00,2026-03-02 00:00:00,364,0,81,33,36,41,28,21,7,2,0,10,16,33,30,11,7,2,2,0,1,0,2,1,0,0,0,0
tojinbo-shotaro,Face,2026-03-02 00:00:00,2026-03-03 00:00:00,304,0,54,21,34,30,14,4,9,6,0,25,35,28,24,11,5,2,0,0,0,0,0,2,0,0,0,0
tojinbo-shotaro,Face,2026-03-03 00:00:00,2026-03-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-04 00:00:00,2026-03-05 00:00:00,121,0,27,13,14,7,12,4,2,4,0,6,7,12,7,3,2,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-05 00:00:00,2026-03-06 00:00:00,124,0,18,9,13,22,10,7,4,2,0,9,4,6,10,2,3,2,2,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-06 00:00:00,2026-03-07 00:00:00,299,0,51,17,38,40,19,8,6,3,0,22,24,17,22,13,6,7,4,0,0,1,1,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-07 00:00:00,2026-03-08 00:00:00,289,0,32,36,35,48,18,17,7,6,0,5,21,23,16,13,3,5,2,0,0,0,1,1,0,0,0,0
tojinbo-shotaro,Face,2026-03-08 00:00:00,2026-03-09 00:00:00,405,1,70,42,40,54,33,21,7,10,0,19,15,38,24,16,10,2,1,0,0,0,1,0,1,0,0,0
tojinbo-shotaro,Face,2026-03-09 00:00:00,2026-03-10 00:00:00,113,0,18,13,15,17,8,1,2,3,0,3,7,9,10,4,2,0,0,0,0,1,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-10 00:00:00,2026-03-11 00:00:00,135,1,28,11,17,21,7,0,2,0,0,9,12,11,6,4,0,0,4,0,2,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-11 00:00:00,2026-03-12 00:00:00,169,0,35,20,27,31,6,3,2,1,0,7,18,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-12 00:00:00,2026-03-13 00:00:00,165,0,34,20,13,19,11,6,3,2,0,5,12,12,18,7,0,2,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-03-13 00:00:00,2026-03-14 00:00:00,246,0,31,18,29,30,6,13,2,5,0,7,23,19,24,17,9,5,4,0,0,1,2,1,0,0,0,0
tojinbo-shotaro,Face,2026-03-14 00:00:00,2026-03-15 00:00:00,619,1,104,55,64,83,43,22,16,2,0,33,50,48,40,31,11,10,3,0,1,1,0,1,0,0,0,0
tojinbo-shotaro,Face,2026-03-15 00:00:00,2026-03-16 00:00:00,580,1,117,62,53,67,48,33,20,6,0,25,42,45,21,19,10,5,5,0,0,0,0,0,0,0,1,0
tojinbo-shotaro,Face,2026-03-16 00:00:00,2026-03-17 00:00:00,228,1,43,26,15,16,13,3,4,2,0,20,20,31,20,10,1,1,0,0,0,1,0,1,0,0,0,0
