placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-08-09 13:00:00,2026-08-09 13:05:00,30,0,7,2,2,8,0,1,0,0,0,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:05:00,2026-08-09 13:10:00,36,0,3,2,3,3,0,1,0,0,0,2,1,4,14,3,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:10:00,2026-08-09 13:15:00,27,0,6,6,4,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:15:00,2026-08-09 13:20:00,14,0,3,1,1,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:20:00,2026-08-09 13:25:00,29,0,5,9,6,5,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:25:00,2026-08-09 13:30:00,28,0,4,3,4,10,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:30:00,2026-08-09 13:35:00,20,0,3,3,5,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:35:00,2026-08-09 13:40:00,36,0,5,6,6,2,1,0,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:40:00,2026-08-09 13:45:00,21,0,10,1,1,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:45:00,2026-08-09 13:50:00,7,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:50:00,2026-08-09 13:55:00,19,0,5,1,1,5,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-09 13:55:00,2026-08-09 14:00:00,15,0,3,3,2,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
