876,LicensePlate,2024-11-09 13:20:03,2024-11-09 13:20:19,"{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126003346},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126005080},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126006018},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126007025},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126008022},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126009000},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126010027},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126011004},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126012002},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126013009},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126014006},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126015013},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126016012},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126017050},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126018058},{""box"":{""left"":2659,""right"":6516,""top"":2927,""bottom"":6907},""time"":1731126019055}",,,福井,200,わ
877,LicensePlate,2024-11-09 13:21:16,2024-11-09 13:21:18,"{""box"":{""left"":2415,""right"":6915,""top"":2699,""bottom"":7271},""time"":1731126076165},{""box"":{""left"":2415,""right"":6915,""top"":2699,""bottom"":7271},""time"":1731126077038},{""box"":{""left"":2415,""right"":6915,""top"":2699,""bottom"":7271},""time"":1731126078013}",,,神戸,367,り
878,LicensePlate,2024-11-09 13:21:19,2024-11-09 13:21:25,"{""box"":{""left"":5719,""right"":8621,""top"":6376,""bottom"":9921},""time"":1731126079830},{""box"":{""left"":5719,""right"":8621,""top"":6376,""bottom"":9921},""time"":1731126081008},{""box"":{""left"":5719,""right"":8621,""top"":6376,""bottom"":9921},""time"":1731126082021},{""box"":{""left"":5719,""right"":8621,""top"":6376,""bottom"":9921},""time"":1731126083024},{""box"":{""left"":5719,""right"":8621,""top"":6376,""bottom"":9921},""time"":1731126084066},{""box"":{""left"":5719,""right"":8621,""top"":6376,""bottom"":9921},""time"":1731126085007}",,,神戸,367,り
