placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-08-11 12:00:00,2026-08-11 12:05:00,7,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:05:00,2026-08-11 12:10:00,15,0,1,2,2,2,0,2,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:10:00,2026-08-11 12:15:00,29,0,5,6,4,5,0,0,0,0,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:15:00,2026-08-11 12:20:00,36,0,7,1,2,1,1,1,0,0,0,2,3,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:20:00,2026-08-11 12:25:00,19,0,6,1,2,2,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:25:00,2026-08-11 12:30:00,27,0,11,4,4,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:30:00,2026-08-11 12:35:00,30,0,5,3,6,7,2,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:35:00,2026-08-11 12:40:00,32,0,3,7,8,2,1,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:40:00,2026-08-11 12:45:00,16,0,2,6,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:45:00,2026-08-11 12:50:00,27,0,7,7,5,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:50:00,2026-08-11 12:55:00,21,0,8,2,2,1,3,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-11 12:55:00,2026-08-11 13:00:00,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
