5592,Person,2024-10-22 20:24:18,2024-10-22 20:24:20,{"left":3787,"right":2650,"top":4182,"bottom":4317},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596259994},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596260044},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596260105},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596260155},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596260218},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596260277},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596260328},{"box":{"left":3787,"right":2650,"top":4182,"bottom":4317},"time":1729596260380},,,,,
5593,Person,2024-10-22 20:24:20,2024-10-22 20:24:23,{"left":2992,"right":2791,"top":3361,"bottom":4552},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261060},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261120},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261171},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261224},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261284},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261456},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261517},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261569},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261630},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261680},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261744},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261803},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261855},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261915},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596261965},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262026},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262077},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262128},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262189},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262250},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262301},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262362},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262413},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262473},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262525},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262585},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262636},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262696},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262757},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262809},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262870},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262922},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596262972},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596263034},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596263083},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596263146},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596263196},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596263258},{"box":{"left":2992,"right":2791,"top":3361,"bottom":4552},"time":1729596263318},,,,,
5594,Person,2024-10-22 20:24:50,2024-10-22 20:24:51,{"left":8275,"right":2676,"top":8618,"bottom":4457},{"box":{"left":8275,"right":2676,"top":8618,"bottom":4457},"time":1729596291104},{"box":{"left":8275,"right":2676,"top":8618,"bottom":4457},"time":1729596291337},{"box":{"left":8275,"right":2676,"top":8618,"bottom":4457},"time":1729596291388},,,,,
5595,Person,2024-10-22 20:24:52,2024-10-22 20:24:52,{"left":8381,"right":2593,"top":8650,"bottom":3739},,,,,
5596,Person,2024-10-22 20:24:58,2024-10-22 20:25:02,{"left":9250,"right":3145,"top":9449,"bottom":4009},,,,,
5597,Person,2024-10-22 20:25:00,2024-10-22 20:25:00,{"left":6750,"right":2083,"top":6949,"bottom":2468},,,,,
5598,Person,2024-10-22 20:25:10,2024-10-22 20:25:10,{"left":9331,"right":3114,"top":9549,"bottom":4041},,,,,
5599,Person,2024-10-22 20:25:13,2024-10-22 20:25:22,{"left":9318,"right":3114,"top":9549,"bottom":4052},,,,,
5600,Person,2024-10-22 20:25:29,2024-10-22 20:25:43,{"left":9325,"right":3114,"top":9548,"bottom":4041},,,,,
5602,Person,2024-10-22 20:26:00,2024-10-22 20:26:00,{"left":9325,"right":3125,"top":9562,"bottom":4052},,,,,
5603,Person,2024-10-22 20:26:09,2024-10-22 20:26:14,{"left":9343,"right":3156,"top":9543,"bottom":4041},,,,,
5604,Person,2024-10-22 20:26:17,2024-10-22 20:26:18,{"left":6725,"right":2062,"top":6924,"bottom":2489},,,,,
5605,Person,2024-10-22 20:26:18,2024-10-22 20:26:32,{"left":9331,"right":3134,"top":9556,"bottom":4040},,,,,
5606,Person,2024-10-22 20:27:04,2024-10-22 20:27:10,{"left":9343,"right":3166,"top":9543,"bottom":4030},,,,,
5607,Person,2024-10-22 20:27:11,2024-10-22 20:27:17,{"left":9318,"right":3114,"top":9549,"bottom":4041},{"box":{"left":9318,"right":3114,"top":9549,"bottom":4041},"time":1729596436957},{"box":{"left":9318,"right":3114,"top":9549,"bottom":4041},"time":1729596437007},,,,,
