63300,Person,2024-10-21 06:35:21,2024-10-21 06:35:22,{"left":1831,"right":2895,"top":2062,"bottom":3645},,,,,
63301,Person,2024-10-21 06:35:24,2024-10-21 06:35:28,{"left":1905,"right":2864,"top":2124,"bottom":3625},,,,,
63302,Person,2024-10-21 06:35:31,2024-10-21 06:35:31,{"left":1831,"right":2885,"top":2049,"bottom":3656},,,,,
63303,Person,2024-10-21 06:36:06,2024-10-21 06:36:06,{"left":9406,"right":2927,"top":9612,"bottom":3750},,,,,
63304,Person,2024-10-21 06:36:20,2024-10-21 06:36:20,{"left":9418,"right":2927,"top":9606,"bottom":3854},,,,,
63306,Person,2024-10-21 06:36:39,2024-10-21 06:36:39,{"left":9256,"right":2895,"top":9518,"bottom":3802},,,,,
63307,Person,2024-10-21 06:36:42,2024-10-21 06:36:42,{"left":8268,"right":2822,"top":8581,"bottom":4479},,,,,
63308,Person,2024-10-21 06:36:47,2024-10-21 06:36:54,{"left":5250,"right":2791,"top":5774,"bottom":4770},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460207570},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460207681},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460207742},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460207792},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460207853},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208015},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208076},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208248},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208309},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208359},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208420},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208470},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208531},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208592},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208653},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208704},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208764},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208816},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208875},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208937},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460208997},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209048},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209109},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209160},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209221},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209271},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209334},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209393},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209445},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209556},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209617},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209669},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209729},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209780},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209841},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209894},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460209954},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210005},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210056},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210117},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210167},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210228},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210279},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210340},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210390},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210451},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210511},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210563},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210614},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210673},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210734},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210787},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210846},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210898},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460210958},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211009},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211069},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211131},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211181},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211242},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211303},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211354},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211415},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211468},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211527},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211578},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211638},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211689},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211750},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211802},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211863},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211914},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460211974},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212027},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212086},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212138},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212188},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212250},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212311},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212363},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212413},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212474},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212722},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212775},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212815},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460212879},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460213107},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460213551},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460213598},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460213898},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460213947},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460213986},{"box":{"left":5250,"right":2791,"top":5774,"bottom":4770},"time":1729460214388},,,,,
63309,Person,2024-10-21 06:37:16,2024-10-21 06:37:16,{"left":1843,"right":2916,"top":2037,"bottom":3656},,,,,
63310,Person,2024-10-21 06:37:24,2024-10-21 06:37:25,{"left":1837,"right":3083,"top":2212,"bottom":5156},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244602},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244648},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244708},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244760},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244820},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244871},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244934},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460244995},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245044},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245108},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245168},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245220},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245278},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245329},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245392},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245442},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245502},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245553},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245615},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245665},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245727},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245778},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245838},{"box":{"left":1837,"right":3083,"top":2212,"bottom":5156},"time":1729460245899},,,,,
63311,Person,2024-10-21 06:37:48,2024-10-21 06:37:48,{"left":8300,"right":2760,"top":8543,"bottom":4312},,,,,
63312,Person,2024-10-21 06:37:49,2024-10-21 06:37:49,{"left":5875,"right":1562,"top":6106,"bottom":2583},,,,,
63313,Person,2024-10-21 06:37:59,2024-10-21 06:37:59,{"left":8287,"right":2875,"top":8600,"bottom":4208},,,,,
63314,Person,2024-10-21 06:38:05,2024-10-21 06:38:07,{"left":1981,"right":2802,"top":2356,"bottom":4311},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285386},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285430},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285492},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285557},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285607},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285659},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285709},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285769},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285821},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285883},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460285944},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286004},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286055},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286117},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286169},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286229},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286280},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286340},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286391},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286453},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286504},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286554},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286614},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286726},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286780},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286842},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286889},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460286952},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287012},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287061},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287111},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287224},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287348},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287588},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287631},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287689},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287746},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287799},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287861},{"box":{"left":1981,"right":2802,"top":2356,"bottom":4311},"time":1729460287919},,,,,
63315,Person,2024-10-21 06:38:12,2024-10-21 06:38:15,{"left":1775,"right":2489,"top":2025,"bottom":3656},,,,,
