placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-09-22 00:00:00,2026-09-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 01:00:00,2026-09-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 02:00:00,2026-09-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 03:00:00,2026-09-22 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 04:00:00,2026-09-22 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 05:00:00,2026-09-22 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 06:00:00,2026-09-22 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 07:00:00,2026-09-22 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 08:00:00,2026-09-22 09:00:00,7,0,0,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 09:00:00,2026-09-22 10:00:00,26,0,3,3,3,3,6,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 10:00:00,2026-09-22 11:00:00,71,1,10,4,5,15,7,8,2,0,0,8,4,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 11:00:00,2026-09-22 12:00:00,180,0,42,25,22,28,19,5,3,0,0,4,7,10,9,3,3,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 12:00:00,2026-09-22 13:00:00,139,0,26,28,20,11,12,1,0,0,0,11,13,4,11,0,2,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 13:00:00,2026-09-22 14:00:00,169,0,35,13,20,26,10,1,0,1,0,4,18,22,14,2,3,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 14:00:00,2026-09-22 15:00:00,178,0,37,20,18,21,9,1,1,0,0,14,20,13,19,4,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 15:00:00,2026-09-22 16:00:00,121,0,24,21,17,20,6,3,1,1,0,3,7,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 16:00:00,2026-09-22 17:00:00,170,0,21,23,16,19,8,2,1,0,0,19,13,10,9,24,5,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 17:00:00,2026-09-22 18:00:00,68,0,3,4,10,19,6,2,0,0,0,1,2,7,11,1,1,0,0,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 18:00:00,2026-09-22 19:00:00,10,0,0,1,1,3,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 19:00:00,2026-09-22 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 20:00:00,2026-09-22 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 21:00:00,2026-09-22 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 22:00:00,2026-09-22 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-22 23:00:00,2026-09-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
