placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-08-12 00:00:00,2026-08-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 01:00:00,2026-08-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 02:00:00,2026-08-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 03:00:00,2026-08-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 04:00:00,2026-08-12 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 05:00:00,2026-08-12 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 06:00:00,2026-08-12 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 07:00:00,2026-08-12 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 08:00:00,2026-08-12 09:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 09:00:00,2026-08-12 10:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 10:00:00,2026-08-12 11:00:00,33,0,7,2,7,9,0,1,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 11:00:00,2026-08-12 12:00:00,19,0,6,3,3,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 12:00:00,2026-08-12 13:00:00,60,0,14,6,4,12,5,6,0,0,0,4,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 13:00:00,2026-08-12 14:00:00,76,1,16,8,9,15,2,0,0,1,0,5,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 14:00:00,2026-08-12 15:00:00,164,0,39,18,18,26,13,7,1,1,0,9,8,11,7,4,0,1,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 15:00:00,2026-08-12 16:00:00,198,0,48,17,30,30,15,5,2,1,0,6,10,8,13,11,1,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 16:00:00,2026-08-12 17:00:00,140,1,19,19,35,30,5,3,0,0,0,6,7,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 17:00:00,2026-08-12 18:00:00,45,0,10,4,3,11,1,1,0,0,0,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 18:00:00,2026-08-12 19:00:00,15,0,0,0,0,11,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 19:00:00,2026-08-12 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 20:00:00,2026-08-12 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 21:00:00,2026-08-12 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 22:00:00,2026-08-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-12 23:00:00,2026-08-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
