placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-08-13 00:00:00,2026-08-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 01:00:00,2026-08-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 02:00:00,2026-08-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 03:00:00,2026-08-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 04:00:00,2026-08-13 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 05:00:00,2026-08-13 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 06:00:00,2026-08-13 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 07:00:00,2026-08-13 08:00:00,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 08:00:00,2026-08-13 09:00:00,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 09:00:00,2026-08-13 10:00:00,16,0,5,1,2,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 10:00:00,2026-08-13 11:00:00,110,0,18,15,11,22,9,6,4,3,0,5,5,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 11:00:00,2026-08-13 12:00:00,217,0,44,20,12,27,18,11,12,2,0,6,11,18,24,10,0,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 12:00:00,2026-08-13 13:00:00,272,0,63,47,35,41,32,11,3,1,0,5,9,11,9,5,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 13:00:00,2026-08-13 14:00:00,137,0,22,13,13,26,6,5,5,1,0,5,7,10,9,11,3,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 14:00:00,2026-08-13 15:00:00,91,0,17,10,15,20,4,1,0,0,0,3,8,5,3,3,0,1,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 15:00:00,2026-08-13 16:00:00,76,0,14,14,14,13,2,1,0,0,0,0,5,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 16:00:00,2026-08-13 17:00:00,122,0,19,15,6,24,7,1,0,0,0,3,3,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 17:00:00,2026-08-13 18:00:00,40,1,9,7,7,6,2,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 18:00:00,2026-08-13 19:00:00,10,0,0,1,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 19:00:00,2026-08-13 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 20:00:00,2026-08-13 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 21:00:00,2026-08-13 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 22:00:00,2026-08-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-13 23:00:00,2026-08-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
