placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-08-15 00:00:00,2026-08-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 01:00:00,2026-08-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 02:00:00,2026-08-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 03:00:00,2026-08-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 04:00:00,2026-08-15 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 05:00:00,2026-08-15 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 06:00:00,2026-08-15 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 07:00:00,2026-08-15 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 08:00:00,2026-08-15 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 09:00:00,2026-08-15 10:00:00,7,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 10:00:00,2026-08-15 11:00:00,34,0,6,5,7,3,0,3,1,2,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 11:00:00,2026-08-15 12:00:00,103,0,21,22,14,16,8,3,0,0,0,5,8,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 12:00:00,2026-08-15 13:00:00,93,0,25,13,14,9,10,1,1,2,0,4,2,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 13:00:00,2026-08-15 14:00:00,156,0,34,31,26,19,9,5,0,0,0,3,12,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 14:00:00,2026-08-15 15:00:00,149,0,37,20,14,16,14,9,3,2,0,11,7,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 15:00:00,2026-08-15 16:00:00,152,0,26,30,15,27,7,4,1,0,0,8,9,11,10,3,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 16:00:00,2026-08-15 17:00:00,48,0,9,6,5,11,4,2,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 17:00:00,2026-08-15 18:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 18:00:00,2026-08-15 19:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 19:00:00,2026-08-15 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 20:00:00,2026-08-15 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 21:00:00,2026-08-15 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 22:00:00,2026-08-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-08-15 23:00:00,2026-08-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
