placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2024-12-21 22:00:00,2024-12-21 22:05:00,23
fukui-station-east-entrance,Person,2024-12-21 22:05:00,2024-12-21 22:10:00,38
fukui-station-east-entrance,Person,2024-12-21 22:10:00,2024-12-21 22:15:00,8
fukui-station-east-entrance,Person,2024-12-21 22:15:00,2024-12-21 22:20:00,2
