placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2024-11-14 00:00:00,2024-11-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 01:00:00,2024-11-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 02:00:00,2024-11-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 03:00:00,2024-11-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 04:00:00,2024-11-14 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 05:00:00,2024-11-14 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 06:00:00,2024-11-14 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 07:00:00,2024-11-14 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 08:00:00,2024-11-14 09:00:00,14,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 09:00:00,2024-11-14 10:00:00,65,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1
fukui-station-east-entrance,Face,2024-11-14 10:00:00,2024-11-14 11:00:00,83,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 11:00:00,2024-11-14 12:00:00,66,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 12:00:00,2024-11-14 13:00:00,83,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 13:00:00,2024-11-14 14:00:00,61,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 14:00:00,2024-11-14 15:00:00,78,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 15:00:00,2024-11-14 16:00:00,60,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 16:00:00,2024-11-14 17:00:00,65,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 17:00:00,2024-11-14 18:00:00,45,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 18:00:00,2024-11-14 19:00:00,35,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 19:00:00,2024-11-14 20:00:00,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 20:00:00,2024-11-14 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 21:00:00,2024-11-14 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 22:00:00,2024-11-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-11-14 23:00:00,2024-11-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
