24,LicensePlate,2024-12-14 07:44:24,2024-12-14 07:44:27,"{""box"":{""left"":2397,""right"":6861,""top"":2690,""bottom"":7256},""time"":1734129864605},{""box"":{""left"":2397,""right"":6861,""top"":2690,""bottom"":7256},""time"":1734129865025},{""box"":{""left"":2397,""right"":6861,""top"":2690,""bottom"":7256},""time"":1734129866034},{""box"":{""left"":2397,""right"":6861,""top"":2690,""bottom"":7256},""time"":1734129867001}",,,福井,300,は
25,LicensePlate,2024-12-14 07:44:39,2024-12-14 07:44:39,"{""box"":{""left"":6447,""right"":7883,""top"":6971,""bottom"":9260},""time"":1734129879436}",,,3,34,8
