placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-08-01 00:00:00,2025-08-02 00:00:00,9934
tojinbo-shotaro,Person,2025-08-02 00:00:00,2025-08-03 00:00:00,16159

tojinbo-shotaro,Person,2025-08-04 00:00:00,2025-08-05 00:00:00,12557
tojinbo-shotaro,Person,2025-08-05 00:00:00,2025-08-06 00:00:00,11955
tojinbo-shotaro,Person,2025-08-06 00:00:00,2025-08-07 00:00:00,0
tojinbo-shotaro,Person,2025-08-07 00:00:00,2025-08-08 00:00:00,9324
tojinbo-shotaro,Person,2025-08-08 00:00:00,2025-08-09 00:00:00,14193
tojinbo-shotaro,Person,2025-08-09 00:00:00,2025-08-10 00:00:00,22410
tojinbo-shotaro,Person,2025-08-10 00:00:00,2025-08-11 00:00:00,18250
