placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-04-01 00:00:00,2025-04-02 00:00:00,6433
tojinbo-shotaro,Person,2025-04-02 00:00:00,2025-04-03 00:00:00,8326
tojinbo-shotaro,Person,2025-04-03 00:00:00,2025-04-04 00:00:00,6530
tojinbo-shotaro,Person,2025-04-04 00:00:00,2025-04-05 00:00:00,7516
tojinbo-shotaro,Person,2025-04-05 00:00:00,2025-04-06 00:00:00,11852
tojinbo-shotaro,Person,2025-04-06 00:00:00,2025-04-07 00:00:00,8345
tojinbo-shotaro,Person,2025-04-07 00:00:00,2025-04-08 00:00:00,5701
tojinbo-shotaro,Person,2025-04-08 00:00:00,2025-04-09 00:00:00,4833
tojinbo-shotaro,Person,2025-04-09 00:00:00,2025-04-10 00:00:00,4484
tojinbo-shotaro,Person,2025-04-10 00:00:00,2025-04-11 00:00:00,4669
tojinbo-shotaro,Person,2025-04-11 00:00:00,2025-04-12 00:00:00,4938
tojinbo-shotaro,Person,2025-04-12 00:00:00,2025-04-13 00:00:00,14794
tojinbo-shotaro,Person,2025-04-13 00:00:00,2025-04-14 00:00:00,6209
