placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-07-23 14:00:00,2026-07-23 14:05:00,55
tojinbo-shotaro,Person,2026-07-23 14:05:00,2026-07-23 14:10:00,69
tojinbo-shotaro,Person,2026-07-23 14:10:00,2026-07-23 14:15:00,99
tojinbo-shotaro,Person,2026-07-23 14:15:00,2026-07-23 14:20:00,164
tojinbo-shotaro,Person,2026-07-23 14:20:00,2026-07-23 14:25:00,135
tojinbo-shotaro,Person,2026-07-23 14:25:00,2026-07-23 14:30:00,100
tojinbo-shotaro,Person,2026-07-23 14:30:00,2026-07-23 14:35:00,173
tojinbo-shotaro,Person,2026-07-23 14:35:00,2026-07-23 14:40:00,109
tojinbo-shotaro,Person,2026-07-23 14:40:00,2026-07-23 14:45:00,177
tojinbo-shotaro,Person,2026-07-23 14:45:00,2026-07-23 14:50:00,97
tojinbo-shotaro,Person,2026-07-23 14:50:00,2026-07-23 14:55:00,31
tojinbo-shotaro,Person,2026-07-23 14:55:00,2026-07-23 15:00:00,149
