placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2024-12-01 00:00:00,2024-12-02 00:00:00,754,1,146,68,66,90,51,36,27,18,0,39,34,35,40,35,31,22,12,0,1,0,0,0,0,1,0,0
tojinbo-shotaro,Face,2024-12-02 00:00:00,2024-12-03 00:00:00,565,1,115,47,46,58,31,21,27,28,0,23,18,20,41,28,19,17,20,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-03 00:00:00,2024-12-04 00:00:00,267,1,54,27,20,19,11,14,14,13,0,16,4,17,13,5,12,8,16,0,0,0,0,0,0,1,0,0
tojinbo-shotaro,Face,2024-12-04 00:00:00,2024-12-05 00:00:00,369,0,77,19,43,33,18,15,14,11,0,22,23,38,13,15,11,6,10,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-05 00:00:00,2024-12-06 00:00:00,308,1,46,15,10,20,16,28,25,12,0,27,22,9,13,15,12,13,20,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-06 00:00:00,2024-12-07 00:00:00,358,2,91,28,17,31,28,13,19,10,0,22,22,12,12,12,14,12,11,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-07 00:00:00,2024-12-08 00:00:00,363,1,78,28,19,28,27,12,19,18,0,17,20,19,29,19,11,9,6,0,1,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2024-12-08 00:00:00,2024-12-09 00:00:00,412,0,68,35,34,54,32,36,20,9,0,21,15,25,21,19,11,6,4,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-09 00:00:00,2024-12-10 00:00:00,331,0,64,13,20,26,20,21,15,16,0,23,24,15,23,22,11,10,7,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-10 00:00:00,2024-12-11 00:00:00,173,0,37,14,20,12,19,6,5,2,0,8,10,15,9,5,3,5,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-11 00:00:00,2024-12-12 00:00:00,77,0,10,7,2,6,8,8,2,8,0,5,5,3,1,4,2,2,4,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-12 00:00:00,2024-12-13 00:00:00,217,1,42,12,12,20,18,9,9,9,0,11,5,14,8,13,8,15,9,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-13 00:00:00,2024-12-14 00:00:00,205,0,44,12,3,18,18,13,14,14,0,9,13,1,18,7,8,8,5,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-14 00:00:00,2024-12-15 00:00:00,506,0,112,36,40,53,36,34,24,8,0,25,23,20,39,13,14,6,16,0,0,0,0,0,0,0,1,0
tojinbo-shotaro,Face,2024-12-15 00:00:00,2024-12-16 00:00:00,487,0,90,32,49,39,41,25,24,18,0,29,18,31,24,28,15,13,7,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-16 00:00:00,2024-12-17 00:00:00,128,0,19,12,10,9,16,7,1,4,0,9,10,8,8,7,2,5,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-17 00:00:00,2024-12-18 00:00:00,50,0,7,3,7,5,2,4,4,1,0,2,3,3,3,4,0,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-18 00:00:00,2024-12-19 00:00:00,68,0,12,7,5,6,9,4,1,3,0,6,3,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-19 00:00:00,2024-12-20 00:00:00,155,0,30,12,12,22,10,8,7,6,0,6,9,8,5,5,7,4,3,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-20 00:00:00,2024-12-21 00:00:00,220,0,31,9,16,28,23,15,14,12,0,16,10,12,12,8,8,4,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-21 00:00:00,2024-12-22 00:00:00,320,1,52,21,23,45,25,19,19,6,0,25,13,16,21,11,15,7,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-22 00:00:00,2024-12-23 00:00:00,230,1,35,14,22,26,19,12,12,3,0,16,7,15,18,15,8,5,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-23 00:00:00,2024-12-24 00:00:00,31,0,4,3,1,5,2,4,0,2,0,0,2,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-24 00:00:00,2024-12-25 00:00:00,44,0,16,7,4,1,4,0,2,0,0,3,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-25 00:00:00,2024-12-26 00:00:00,247,1,63,13,16,16,21,8,7,5,0,12,11,19,13,21,9,5,7,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-26 00:00:00,2024-12-27 00:00:00,90,0,14,6,7,12,7,2,1,2,0,9,1,7,7,9,4,0,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-27 00:00:00,2024-12-28 00:00:00,189,0,45,21,17,17,8,12,6,2,0,10,14,11,7,9,4,6,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-28 00:00:00,2024-12-29 00:00:00,158,0,42,15,11,19,13,9,5,1,0,2,14,8,9,6,2,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-29 00:00:00,2024-12-30 00:00:00,361,3,70,39,44,49,31,17,15,7,1,16,17,17,11,6,6,7,4,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-30 00:00:00,2024-12-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-31 00:00:00,2025-01-01 00:00:00,455,0,92,37,35,56,53,24,18,12,0,16,19,22,22,21,9,3,15,0,0,0,0,0,0,0,1,0
