15370,Person,2024-12-14 17:28:43,2024-12-14 17:29:32,"{""box"":{""left"":3977,""right"":258,""top"":4120,""bottom"":882},""time"":1734164923544},{""box"":{""left"":3977,""right"":258,""top"":4120,""bottom"":882},""time"":1734164962043}",,,,,
15379,Person,2024-12-14 17:28:43,2024-12-14 17:29:35,"{""box"":{""left"":4165,""right"":295,""top"":4310,""bottom"":949},""time"":1734164923548}",,,,,
15381,Person,2024-12-14 17:28:43,2024-12-14 17:28:44,"{""box"":{""left"":3552,""right"":288,""top"":3693,""bottom"":1028},""time"":1734164923661},{""box"":{""left"":3552,""right"":288,""top"":3693,""bottom"":1028},""time"":1734164924240}",,,,,
15382,Person,2024-12-14 17:28:48,2024-12-14 17:28:51,"{""box"":{""left"":3854,""right"":258,""top"":3973,""bottom"":783},""time"":1734164928305},{""box"":{""left"":3854,""right"":258,""top"":3973,""bottom"":783},""time"":1734164930044},{""box"":{""left"":3854,""right"":258,""top"":3973,""bottom"":783},""time"":1734164931033}",,,,,
15383,Person,2024-12-14 17:28:59,2024-12-14 17:29:06,"{""box"":{""left"":3343,""right"":218,""top"":3468,""bottom"":729},""time"":1734164939555},{""box"":{""left"":3343,""right"":218,""top"":3468,""bottom"":729},""time"":1734164942049},{""box"":{""left"":3343,""right"":218,""top"":3468,""bottom"":729},""time"":1734164943136},{""box"":{""left"":3343,""right"":218,""top"":3468,""bottom"":729},""time"":1734164944142}",,,,,
15385,Person,2024-12-14 17:29:12,2024-12-14 17:29:26,"{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164952804},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164954475},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164955565},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164956077},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164957098},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164958060},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164959049},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164960089},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164962858},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164963009},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164964026},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164965045},{""box"":{""left"":3281,""right"":208,""top"":3437,""bottom"":770},""time"":1734164966020}",,,,,
15386,Person,2024-12-14 17:29:15,2024-12-14 17:29:41,"{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164955569},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164961044},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164962881},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164963045},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164964038},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164965348},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164966014},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164967032},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164968043},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164969016},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164970042},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164971080},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164972020},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164973034},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164974041},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164975060},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164976014},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164977547},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164978062},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164979017},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164980035},{""box"":{""left"":3336,""right"":218,""top"":3461,""bottom"":791},""time"":1734164981063}",,,,,
15387,Person,2024-12-14 17:29:19,2024-12-14 17:29:20,"{""box"":{""left"":3706,""right"":267,""top"":3862,""bottom"":888},""time"":1734164959885}",,,,,
15388,Person,2024-12-14 17:29:35,2024-12-14 17:29:40,"{""box"":{""left"":4018,""right"":270,""top"":4124,""bottom"":875},""time"":1734164975068},{""box"":{""left"":4018,""right"":270,""top"":4124,""bottom"":875},""time"":1734164978079},{""box"":{""left"":4018,""right"":270,""top"":4124,""bottom"":875},""time"":1734164979244},{""box"":{""left"":4018,""right"":270,""top"":4124,""bottom"":875},""time"":1734164980050}",,,,,
15389,Person,2024-12-14 17:29:35,2024-12-14 17:29:44,"{""box"":{""left"":4112,""right"":270,""top"":4231,""bottom"":927},""time"":1734164975070},{""box"":{""left"":4112,""right"":270,""top"":4231,""bottom"":927},""time"":1734164981080},{""box"":{""left"":4112,""right"":270,""top"":4231,""bottom"":927},""time"":1734164982028},{""box"":{""left"":4112,""right"":270,""top"":4231,""bottom"":927},""time"":1734164983044},{""box"":{""left"":4112,""right"":270,""top"":4231,""bottom"":927},""time"":1734164984361}",,,,,
