placement,object class,aggregate from,aggregate to,total count











tojinbo-shotaro,Person,2025-01-16 11:00:00,2025-01-16 12:00:00,294
tojinbo-shotaro,Person,2025-01-16 12:00:00,2025-01-16 13:00:00,385
tojinbo-shotaro,Person,2025-01-16 13:00:00,2025-01-16 14:00:00,479
tojinbo-shotaro,Person,2025-01-16 14:00:00,2025-01-16 15:00:00,471
tojinbo-shotaro,Person,2025-01-16 15:00:00,2025-01-16 16:00:00,307
tojinbo-shotaro,Person,2025-01-16 16:00:00,2025-01-16 17:00:00,107
tojinbo-shotaro,Person,2025-01-16 17:00:00,2025-01-16 18:00:00,6
