placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-01-13 00:00:00,2025-01-13 01:00:00,0
tojinbo-shotaro,Person,2025-01-13 01:00:00,2025-01-13 02:00:00,0
tojinbo-shotaro,Person,2025-01-13 02:00:00,2025-01-13 03:00:00,2
tojinbo-shotaro,Person,2025-01-13 03:00:00,2025-01-13 04:00:00,0
tojinbo-shotaro,Person,2025-01-13 04:00:00,2025-01-13 05:00:00,0
tojinbo-shotaro,Person,2025-01-13 05:00:00,2025-01-13 06:00:00,0
tojinbo-shotaro,Person,2025-01-13 06:00:00,2025-01-13 07:00:00,62
tojinbo-shotaro,Person,2025-01-13 07:00:00,2025-01-13 08:00:00,56
tojinbo-shotaro,Person,2025-01-13 08:00:00,2025-01-13 09:00:00,171
tojinbo-shotaro,Person,2025-01-13 09:00:00,2025-01-13 10:00:00,268
tojinbo-shotaro,Person,2025-01-13 10:00:00,2025-01-13 11:00:00,663
tojinbo-shotaro,Person,2025-01-13 11:00:00,2025-01-13 12:00:00,655
tojinbo-shotaro,Person,2025-01-13 12:00:00,2025-01-13 13:00:00,779
