322,LicensePlate,2024-11-24 12:08:36,2024-11-24 12:08:37,"{""box"":{""left"":4278,""right"":4666,""top"":5057,""bottom"":5658},""time"":1732417716102},{""box"":{""left"":4278,""right"":4666,""top"":5057,""bottom"":5658},""time"":1732417717063}",,,なにわ,504,わ
324,LicensePlate,2024-11-24 12:09:31,2024-11-24 12:09:39,"{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417771382},{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417773021},{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417774017},{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417775026},{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417776053},{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417777060},{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417778059},{""box"":{""left"":1342,""right"":4149,""top"":1622,""bottom"":4470},""time"":1732417779007}",,,京都,583,や
326,LicensePlate,2024-11-24 12:09:40,2024-11-24 12:09:51,"{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417780203},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417782007},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417783005},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417784013},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417785010},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417786017},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417787015},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417788025},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417789060},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417790061},{""box"":{""left"":1218,""right"":3844,""top"":1438,""bottom"":4075},""time"":1732417791003}",,,長野,330,に
329,LicensePlate,2024-11-24 12:09:53,2024-11-24 12:10:06,"{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417793335},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417795005},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417796002},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417797011},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417798007},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417799016},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417800015},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417801023},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417802025},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417803000},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417804063},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417805003},{""box"":{""left"":1203,""right"":3804,""top"":1448,""bottom"":4075},""time"":1732417806005}",,,長野,301,て
330,LicensePlate,2024-11-24 12:10:10,2024-11-24 12:10:21,"{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417810810},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417813019},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417814028},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417815025},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417816053},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417817061},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417818002},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417819002},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417820004},{""box"":{""left"":1586,""right"":4106,""top"":1801,""bottom"":4385},""time"":1732417821007}",,,福岡,307,も
332,LicensePlate,2024-11-24 12:11:31,2024-11-24 12:11:43,"{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417891601},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417893004},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417894010},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417895007},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417896015},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417897014},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417898020},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417899018},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417900025},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417901064},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417902061},{""box"":{""left"":1676,""right"":4068,""top"":1921,""bottom"":4344},""time"":1732417903008}",,,滋賀,534,せ
334,LicensePlate,2024-11-24 12:11:48,2024-11-24 12:11:58,"{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417908016},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417909014},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417910022},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417911019},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417912026},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417913054},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417914061},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417915069},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417916027},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417917003},{""box"":{""left"":1842,""right"":4129,""top"":2130,""bottom"":4524},""time"":1732417918006}",,,一宮,30,と
336,LicensePlate,2024-11-24 12:12:12,2024-11-24 12:12:24,"{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417932805},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417934007},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417935004},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417936011},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417937018},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417938016},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417939023},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417940021},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417941028},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417942066},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417943062},{""box"":{""left"":1538,""right"":4061,""top"":1782,""bottom"":4354},""time"":1732417944000}",,,富山,333,ぬ
337,LicensePlate,2024-11-24 12:12:25,2024-11-24 12:12:34,"{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417945999},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417947006},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417948014},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417949011},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417950019},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417951017},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417952026},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417953022},{""box"":{""left"":1423,""right"":3980,""top"":1700,""bottom"":4259},""time"":1732417954061}",,,豊橋,301,の
340,LicensePlate,2024-11-24 12:13:27,2024-11-24 12:13:32,"{""box"":{""left"":1945,""right"":4182,""top"":2173,""bottom"":4444},""time"":1732418007648},{""box"":{""left"":1945,""right"":4182,""top"":2173,""bottom"":4444},""time"":1732418008012},{""box"":{""left"":1945,""right"":4182,""top"":2173,""bottom"":4444},""time"":1732418009022},{""box"":{""left"":1945,""right"":4182,""top"":2173,""bottom"":4444},""time"":1732418010019},{""box"":{""left"":1945,""right"":4182,""top"":2173,""bottom"":4444},""time"":1732418011026},{""box"":{""left"":1945,""right"":4182,""top"":2173,""bottom"":4444},""time"":1732418012006}",,,福岡,200,わ
