323,Face,2024-11-01 14:11:29,2024-11-01 14:11:29,"{""box"":{""left"":882,""right"":6431,""top"":1351,""bottom"":7115},""time"":1730437889088}",65,,male,,,
324,Face,2024-11-01 14:11:54,2024-11-01 14:11:54,"{""box"":{""left"":1066,""right"":6052,""top"":1480,""bottom"":6619},""time"":1730437914207}",35,44,male,,,
325,Face,2024-11-01 14:12:12,2024-11-01 14:12:14,"{""box"":{""left"":913,""right"":6389,""top"":1382,""bottom"":7031},""time"":1730437932082}",65,,male,,,
326,Face,2024-11-01 14:12:31,2024-11-01 14:12:32,"{""box"":{""left"":601,""right"":6472,""top"":1133,""bottom"":7199},""time"":1730437951530},{""box"":{""left"":769,""right"":6602,""top"":1225,""bottom"":7169},""time"":1730437952661}",65,,male,,,
327,Face,2024-11-01 14:12:35,2024-11-01 14:12:35,"{""box"":{""left"":913,""right"":6462,""top"":1382,""bottom"":7146},""time"":1730437955706}",65,,male,,,
328,Face,2024-11-01 14:12:38,2024-11-01 14:12:38,"{""box"":{""left"":951,""right"":6632,""top"":1370,""bottom"":7251},""time"":1730437958206}",65,,male,,,
329,Face,2024-11-01 14:12:44,2024-11-01 14:12:45,"{""box"":{""left"":960,""right"":6587,""top"":1460,""bottom"":7271},""time"":1730437964853}",55,64,male,,,
330,Face,2024-11-01 14:12:49,2024-11-01 14:12:50,"{""box"":{""left"":941,""right"":6596,""top"":1355,""bottom"":7199},""time"":1730437969174}",55,64,male,,,
331,Face,2024-11-01 14:13:23,2024-11-01 14:13:25,"{""box"":{""left"":927,""right"":6136,""top"":1369,""bottom"":6746},""time"":1730438003447}",55,64,male,,,
332,Face,2024-11-01 14:13:38,2024-11-01 14:13:38,"{""box"":{""left"":886,""right"":6464,""top"":1345,""bottom"":7192},""time"":1730438018149}",55,64,male,,,
333,Face,2024-11-01 14:13:50,2024-11-01 14:13:51,"{""box"":{""left"":887,""right"":6589,""top"":1306,""bottom"":7170},""time"":1730438030041}",55,64,male,,,
334,Face,2024-11-01 14:14:02,2024-11-01 14:14:04,"{""box"":{""left"":879,""right"":6491,""top"":1354,""bottom"":7141},""time"":1730438042263},{""box"":{""left"":745,""right"":6534,""top"":1259,""bottom"":7210},""time"":1730438044436}",55,64,male,,,
335,Face,2024-11-01 14:14:12,2024-11-01 14:14:23,"{""box"":{""left"":944,""right"":6514,""top"":1413,""bottom"":7156},""time"":1730438052521},{""box"":{""left"":933,""right"":6515,""top"":1364,""bottom"":7110},""time"":1730438054262},{""box"":{""left"":871,""right"":6289,""top"":1356,""bottom"":6992},""time"":1730438061950}",55,64,male,,,
337,Face,2024-11-01 14:14:26,2024-11-01 14:14:26,"{""box"":{""left"":3239,""right"":4219,""top"":3582,""bottom"":4688},""time"":1730438066725}",6,12,male,,,
338,Face,2024-11-01 14:14:37,2024-11-01 14:14:37,"{""box"":{""left"":5159,""right"":3476,""top"":5573,""bottom"":4008},""time"":1730438077550}",55,64,male,,,
339,Face,2024-11-01 14:14:38,2024-11-01 14:14:39,"{""box"":{""left"":3160,""right"":3846,""top"":3660,""bottom"":4574},""time"":1730438078982}",55,64,male,,,
340,Face,2024-11-01 14:14:59,2024-11-01 14:15:04,"{""box"":{""left"":833,""right"":3978,""top"":1400,""bottom"":4753},""time"":1730438099734},{""box"":{""left"":575,""right"":3659,""top"":1262,""bottom"":4659},""time"":1730438101708},{""box"":{""left"":693,""right"":3705,""top"":1193,""bottom"":4469},""time"":1730438103447}",65,,male,,,
341,Face,2024-11-01 14:15:08,2024-11-01 14:15:21,"{""box"":{""left"":836,""right"":3834,""top"":1523,""bottom"":4773},""time"":1730438108857},{""box"":{""left"":894,""right"":3704,""top"":1565,""bottom"":4751},""time"":1730438113811},{""box"":{""left"":971,""right"":3820,""top"":1621,""bottom"":4547},""time"":1730438115679},{""box"":{""left"":912,""right"":3780,""top"":1445,""bottom"":4463},""time"":1730438117281},{""box"":{""left"":825,""right"":3836,""top"":1471,""bottom"":4611},""time"":1730438118324}",55,64,male,,,
342,Face,2024-11-01 14:15:26,2024-11-01 14:15:49,"{""box"":{""left"":802,""right"":3854,""top"":1369,""bottom"":4629},""time"":1730438126603},{""box"":{""left"":852,""right"":3849,""top"":1385,""bottom"":4623},""time"":1730438132389},{""box"":{""left"":913,""right"":3670,""top"":1591,""bottom"":4760},""time"":1730438134689},{""box"":{""left"":797,""right"":3817,""top"":1481,""bottom"":4545},""time"":1730438136763},{""box"":{""left"":844,""right"":3725,""top"":1470,""bottom"":4725},""time"":1730438138766},{""box"":{""left"":836,""right"":3874,""top"":1368,""bottom"":4602},""time"":1730438142812},{""box"":{""left"":733,""right"":3900,""top"":1363,""bottom"":4675},""time"":1730438147085},{""box"":{""left"":808,""right"":3672,""top"":1506,""bottom"":4878},""time"":1730438149196}",65,,male,,,
343,Face,2024-11-01 14:15:52,2024-11-01 14:16:09,"{""box"":{""left"":856,""right"":3834,""top"":1502,""bottom"":4773},""time"":1730438152977},{""box"":{""left"":772,""right"":3765,""top"":1405,""bottom"":4704},""time"":1730438154105},{""box"":{""left"":859,""right"":3826,""top"":1454,""bottom"":4708},""time"":1730438156111},{""box"":{""left"":967,""right"":3908,""top"":1533,""bottom"":4683},""time"":1730438157776},{""box"":{""left"":925,""right"":3789,""top"":1612,""bottom"":4766},""time"":1730438159587},{""box"":{""left"":859,""right"":3716,""top"":1525,""bottom"":4922},""time"":1730438162121},{""box"":{""left"":778,""right"":3878,""top"":1380,""bottom"":4817},""time"":1730438163993},{""box"":{""left"":814,""right"":3978,""top"":1473,""bottom"":4705},""time"":1730438165495},{""box"":{""left"":805,""right"":3842,""top"":1405,""bottom"":4842},""time"":1730438166602}",35,44,male,,,
344,Face,2024-11-01 14:16:12,2024-11-01 14:16:12,"{""box"":{""left"":810,""right"":3677,""top"":1497,""bottom"":4729},""time"":1730438172250}",13,17,male,,,
