placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-12-01 00:00:00,2024-12-02 00:00:00,14976
tojinbo-shotaro,Person,2024-12-02 00:00:00,2024-12-03 00:00:00,11159
tojinbo-shotaro,Person,2024-12-03 00:00:00,2024-12-04 00:00:00,6950
tojinbo-shotaro,Person,2024-12-04 00:00:00,2024-12-05 00:00:00,8397
tojinbo-shotaro,Person,2024-12-05 00:00:00,2024-12-06 00:00:00,8629
tojinbo-shotaro,Person,2024-12-06 00:00:00,2024-12-07 00:00:00,9854
tojinbo-shotaro,Person,2024-12-07 00:00:00,2024-12-08 00:00:00,12673
tojinbo-shotaro,Person,2024-12-08 00:00:00,2024-12-09 00:00:00,11089
tojinbo-shotaro,Person,2024-12-09 00:00:00,2024-12-10 00:00:00,8390
tojinbo-shotaro,Person,2024-12-10 00:00:00,2024-12-11 00:00:00,6667
tojinbo-shotaro,Person,2024-12-11 00:00:00,2024-12-12 00:00:00,4149
tojinbo-shotaro,Person,2024-12-12 00:00:00,2024-12-13 00:00:00,6702
tojinbo-shotaro,Person,2024-12-13 00:00:00,2024-12-14 00:00:00,5435
tojinbo-shotaro,Person,2024-12-14 00:00:00,2024-12-15 00:00:00,12901
tojinbo-shotaro,Person,2024-12-15 00:00:00,2024-12-16 00:00:00,10992
tojinbo-shotaro,Person,2024-12-16 00:00:00,2024-12-17 00:00:00,5907
tojinbo-shotaro,Person,2024-12-17 00:00:00,2024-12-18 00:00:00,4156
tojinbo-shotaro,Person,2024-12-18 00:00:00,2024-12-19 00:00:00,3400
tojinbo-shotaro,Person,2024-12-19 00:00:00,2024-12-20 00:00:00,5954
tojinbo-shotaro,Person,2024-12-20 00:00:00,2024-12-21 00:00:00,5429
tojinbo-shotaro,Person,2024-12-21 00:00:00,2024-12-22 00:00:00,7411
tojinbo-shotaro,Person,2024-12-22 00:00:00,2024-12-23 00:00:00,6983
tojinbo-shotaro,Person,2024-12-23 00:00:00,2024-12-24 00:00:00,3363
tojinbo-shotaro,Person,2024-12-24 00:00:00,2024-12-25 00:00:00,2835
tojinbo-shotaro,Person,2024-12-25 00:00:00,2024-12-26 00:00:00,5189
tojinbo-shotaro,Person,2024-12-26 00:00:00,2024-12-27 00:00:00,3774
tojinbo-shotaro,Person,2024-12-27 00:00:00,2024-12-28 00:00:00,5116
tojinbo-shotaro,Person,2024-12-28 00:00:00,2024-12-29 00:00:00,6610
tojinbo-shotaro,Person,2024-12-29 00:00:00,2024-12-30 00:00:00,9074
tojinbo-shotaro,Person,2024-12-30 00:00:00,2024-12-31 00:00:00,0
tojinbo-shotaro,Person,2024-12-31 00:00:00,2025-01-01 00:00:00,9548
