placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-10-21 00:00:00,2024-10-22 00:00:00,207
tojinbo-shotaro,Person,2024-10-22 00:00:00,2024-10-23 00:00:00,2459
tojinbo-shotaro,Person,2024-10-23 00:00:00,2024-10-24 00:00:00,9382
tojinbo-shotaro,Person,2024-10-24 00:00:00,2024-10-25 00:00:00,9117
tojinbo-shotaro,Person,2024-10-25 00:00:00,2024-10-26 00:00:00,8524
tojinbo-shotaro,Person,2024-10-26 00:00:00,2024-10-27 00:00:00,1988
tojinbo-shotaro,Person,2024-10-27 00:00:00,2024-10-28 00:00:00,1043
tojinbo-shotaro,Person,2024-10-28 00:00:00,2024-10-29 00:00:00,1858
tojinbo-shotaro,Person,2024-10-29 00:00:00,2024-10-30 00:00:00,9961
tojinbo-shotaro,Person,2024-10-30 00:00:00,2024-10-31 00:00:00,8771
tojinbo-shotaro,Person,2024-10-31 00:00:00,2024-11-01 00:00:00,9659
