placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-11-01 00:00:00,2024-11-02 00:00:00,10602
tojinbo-shotaro,Person,2024-11-02 00:00:00,2024-11-03 00:00:00,8767
tojinbo-shotaro,Person,2024-11-03 00:00:00,2024-11-04 00:00:00,10585
tojinbo-shotaro,Person,2024-11-04 00:00:00,2024-11-05 00:00:00,15570
tojinbo-shotaro,Person,2024-11-05 00:00:00,2024-11-06 00:00:00,11402
tojinbo-shotaro,Person,2024-11-06 00:00:00,2024-11-07 00:00:00,10245
tojinbo-shotaro,Person,2024-11-07 00:00:00,2024-11-08 00:00:00,10715
tojinbo-shotaro,Person,2024-11-08 00:00:00,2024-11-09 00:00:00,13291
tojinbo-shotaro,Person,2024-11-09 00:00:00,2024-11-10 00:00:00,14747
tojinbo-shotaro,Person,2024-11-10 00:00:00,2024-11-11 00:00:00,13037
tojinbo-shotaro,Person,2024-11-11 00:00:00,2024-11-12 00:00:00,14966
tojinbo-shotaro,Person,2024-11-12 00:00:00,2024-11-13 00:00:00,10824
tojinbo-shotaro,Person,2024-11-13 00:00:00,2024-11-14 00:00:00,14726
tojinbo-shotaro,Person,2024-11-14 00:00:00,2024-11-15 00:00:00,13917
tojinbo-shotaro,Person,2024-11-15 00:00:00,2024-11-16 00:00:00,13752
tojinbo-shotaro,Person,2024-11-16 00:00:00,2024-11-17 00:00:00,10948
tojinbo-shotaro,Person,2024-11-17 00:00:00,2024-11-18 00:00:00,16125
tojinbo-shotaro,Person,2024-11-18 00:00:00,2024-11-19 00:00:00,11412
tojinbo-shotaro,Person,2024-11-19 00:00:00,2024-11-20 00:00:00,13087
tojinbo-shotaro,Person,2024-11-20 00:00:00,2024-11-21 00:00:00,11842
tojinbo-shotaro,Person,2024-11-21 00:00:00,2024-11-22 00:00:00,11998
tojinbo-shotaro,Person,2024-11-22 00:00:00,2024-11-23 00:00:00,12152
tojinbo-shotaro,Person,2024-11-23 00:00:00,2024-11-24 00:00:00,18843
tojinbo-shotaro,Person,2024-11-24 00:00:00,2024-11-25 00:00:00,18499
tojinbo-shotaro,Person,2024-11-25 00:00:00,2024-11-26 00:00:00,14875
tojinbo-shotaro,Person,2024-11-26 00:00:00,2024-11-27 00:00:00,9982
tojinbo-shotaro,Person,2024-11-27 00:00:00,2024-11-28 00:00:00,10241
tojinbo-shotaro,Person,2024-11-28 00:00:00,2024-11-29 00:00:00,9611
tojinbo-shotaro,Person,2024-11-29 00:00:00,2024-11-30 00:00:00,8260
tojinbo-shotaro,Person,2024-11-30 00:00:00,2024-12-01 00:00:00,16255
