658,LicensePlate,2025-01-19 14:05:12,2025-01-19 14:05:15,"{""box"":{""left"":5630,""right"":7895,""top"":6304,""bottom"":9278},""time"":1737263112341}",,,京都,330,ろ
659,Face,2025-01-19 14:05:16,2025-01-19 14:05:16,"{""box"":{""left"":4898,""right"":3772,""top"":5585,""bottom"":4836},""time"":1737263116922}","18,24",male,,,
661,LicensePlate,2025-01-19 14:05:18,2025-01-19 14:05:22,"{""box"":{""left"":2452,""right"":6584,""top"":2716,""bottom"":6904},""time"":1737263118667}",,,金沢,331,ゆ
662,LicensePlate,2025-01-19 14:05:30,2025-01-19 14:05:32,"{""box"":{""left"":6092,""right"":7435,""top"":6673,""bottom"":8677},""time"":1737263130040}",,,金沢,331,ゆ
664,LicensePlate,2025-01-19 14:05:41,2025-01-19 14:05:45,"{""box"":{""left"":2599,""right"":6761,""top"":2878,""bottom"":7172},""time"":1737263141810}",,,福井,300,も
665,LicensePlate,2025-01-19 14:05:46,2025-01-19 14:05:51,"{""box"":{""left"":5649,""right"":8356,""top"":6440,""bottom"":9626},""time"":1737263146364}",,,1,2,6
666,LicensePlate,2025-01-19 14:05:58,2025-01-19 14:06:04,"{""box"":{""left"":2855,""right"":6863,""top"":3271,""bottom"":7467},""time"":1737263158119}",,,福井,347,む
667,LicensePlate,2025-01-19 14:06:06,2025-01-19 14:06:09,"{""box"":{""left"":5517,""right"":7454,""top"":6168,""bottom"":8711},""time"":1737263166660}",,,福井,347,む
668,Face,2025-01-19 14:06:10,2025-01-19 14:06:10,"{""box"":{""left"":6063,""right"":3709,""top"":6795,""bottom"":4774},""time"":1737263170319}","55,64",male,,,
669,LicensePlate,2025-01-19 14:06:49,2025-01-19 14:07:10,"{""box"":{""left"":2439,""right"":6704,""top"":2694,""bottom"":7033},""time"":1737263209722}",,,福井,583,せ
672,LicensePlate,2025-01-19 14:07:16,2025-01-19 14:07:22,"{""box"":{""left"":2717,""right"":6703,""top"":2984,""bottom"":7080},""time"":1737263236564}",,,福井,300,ゆ
673,LicensePlate,2025-01-19 14:07:26,2025-01-19 14:07:29,"{""box"":{""left"":5357,""right"":7752,""top"":6034,""bottom"":8974},""time"":1737263246730}",,,福井,300,ゆ
674,Face,2025-01-19 14:07:31,2025-01-19 14:07:31,"{""box"":{""left"":6664,""right"":4014,""top"":7443,""bottom"":5220},""time"":1737263251927}","6,12",male,,,
676,LicensePlate,2025-01-19 14:08:21,2025-01-19 14:08:33,"{""box"":{""left"":2136,""right"":6872,""top"":2391,""bottom"":7196},""time"":1737263301436}",,,滋賀,583,あ
677,Face,2025-01-19 14:08:35,2025-01-19 14:08:35,"{""box"":{""left"":4486,""right"":4622,""top"":5173,""bottom"":5686},""time"":1737263315012}","6,12",male,,,
