placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-10-29 08:00:00,2024-10-29 08:05:00,21
tojinbo-shotaro,Person,2024-10-29 08:05:00,2024-10-29 08:10:00,9
tojinbo-shotaro,Person,2024-10-29 08:10:00,2024-10-29 08:15:00,20
tojinbo-shotaro,Person,2024-10-29 08:15:00,2024-10-29 08:20:00,4
tojinbo-shotaro,Person,2024-10-29 08:20:00,2024-10-29 08:25:00,90
tojinbo-shotaro,Person,2024-10-29 08:25:00,2024-10-29 08:30:00,33
tojinbo-shotaro,Person,2024-10-29 08:30:00,2024-10-29 08:35:00,35
tojinbo-shotaro,Person,2024-10-29 08:35:00,2024-10-29 08:40:00,48
tojinbo-shotaro,Person,2024-10-29 08:40:00,2024-10-29 08:45:00,27
tojinbo-shotaro,Person,2024-10-29 08:45:00,2024-10-29 08:50:00,79
tojinbo-shotaro,Person,2024-10-29 08:50:00,2024-10-29 08:55:00,42
tojinbo-shotaro,Person,2024-10-29 08:55:00,2024-10-29 09:00:00,31
