placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-10-01 00:00:00,2025-10-02 00:00:00,6662
fukui-station-east-entrance,Person,2025-10-02 00:00:00,2025-10-03 00:00:00,6388
fukui-station-east-entrance,Person,2025-10-03 00:00:00,2025-10-04 00:00:00,7932
fukui-station-east-entrance,Person,2025-10-04 00:00:00,2025-10-05 00:00:00,9640
fukui-station-east-entrance,Person,2025-10-05 00:00:00,2025-10-06 00:00:00,9085
fukui-station-east-entrance,Person,2025-10-06 00:00:00,2025-10-07 00:00:00,6303
fukui-station-east-entrance,Person,2025-10-07 00:00:00,2025-10-08 00:00:00,6461
fukui-station-east-entrance,Person,2025-10-08 00:00:00,2025-10-09 00:00:00,6721
fukui-station-east-entrance,Person,2025-10-09 00:00:00,2025-10-10 00:00:00,5900
fukui-station-east-entrance,Person,2025-10-10 00:00:00,2025-10-11 00:00:00,9394
fukui-station-east-entrance,Person,2025-10-11 00:00:00,2025-10-12 00:00:00,12649
fukui-station-east-entrance,Person,2025-10-12 00:00:00,2025-10-13 00:00:00,12729
fukui-station-east-entrance,Person,2025-10-13 00:00:00,2025-10-14 00:00:00,12555
