placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-04-01 00:00:00,2025-04-02 00:00:00,7130
fukui-station-east-entrance,Person,2025-04-02 00:00:00,2025-04-03 00:00:00,8111
fukui-station-east-entrance,Person,2025-04-03 00:00:00,2025-04-04 00:00:00,7819
fukui-station-east-entrance,Person,2025-04-04 00:00:00,2025-04-05 00:00:00,8599
fukui-station-east-entrance,Person,2025-04-05 00:00:00,2025-04-06 00:00:00,10051
fukui-station-east-entrance,Person,2025-04-06 00:00:00,2025-04-07 00:00:00,12523
fukui-station-east-entrance,Person,2025-04-07 00:00:00,2025-04-08 00:00:00,6793
fukui-station-east-entrance,Person,2025-04-08 00:00:00,2025-04-09 00:00:00,5840
fukui-station-east-entrance,Person,2025-04-09 00:00:00,2025-04-10 00:00:00,6231
fukui-station-east-entrance,Person,2025-04-10 00:00:00,2025-04-11 00:00:00,5840
fukui-station-east-entrance,Person,2025-04-11 00:00:00,2025-04-12 00:00:00,7281
fukui-station-east-entrance,Person,2025-04-12 00:00:00,2025-04-13 00:00:00,10689
fukui-station-east-entrance,Person,2025-04-13 00:00:00,2025-04-14 00:00:00,9402
