placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-03-01 00:00:00,2025-03-02 00:00:00,8239
fukui-station-east-entrance,Person,2025-03-02 00:00:00,2025-03-03 00:00:00,9108
fukui-station-east-entrance,Person,2025-03-03 00:00:00,2025-03-04 00:00:00,5550
fukui-station-east-entrance,Person,2025-03-04 00:00:00,2025-03-05 00:00:00,5930
fukui-station-east-entrance,Person,2025-03-05 00:00:00,2025-03-06 00:00:00,5154
fukui-station-east-entrance,Person,2025-03-06 00:00:00,2025-03-07 00:00:00,6343
fukui-station-east-entrance,Person,2025-03-07 00:00:00,2025-03-08 00:00:00,7247
fukui-station-east-entrance,Person,2025-03-08 00:00:00,2025-03-09 00:00:00,9689
fukui-station-east-entrance,Person,2025-03-09 00:00:00,2025-03-10 00:00:00,9306
fukui-station-east-entrance,Person,2025-03-10 00:00:00,2025-03-11 00:00:00,6006
fukui-station-east-entrance,Person,2025-03-11 00:00:00,2025-03-12 00:00:00,6014
