placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-03-17 00:00:00,2025-03-17 01:00:00,0
tojinbo-shotaro,Person,2025-03-17 01:00:00,2025-03-17 02:00:00,1
tojinbo-shotaro,Person,2025-03-17 02:00:00,2025-03-17 03:00:00,6
tojinbo-shotaro,Person,2025-03-17 03:00:00,2025-03-17 04:00:00,0
tojinbo-shotaro,Person,2025-03-17 04:00:00,2025-03-17 05:00:00,0
tojinbo-shotaro,Person,2025-03-17 05:00:00,2025-03-17 06:00:00,0
tojinbo-shotaro,Person,2025-03-17 06:00:00,2025-03-17 07:00:00,89
tojinbo-shotaro,Person,2025-03-17 07:00:00,2025-03-17 08:00:00,71
tojinbo-shotaro,Person,2025-03-17 08:00:00,2025-03-17 09:00:00,199
tojinbo-shotaro,Person,2025-03-17 09:00:00,2025-03-17 10:00:00,300
