placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-08-30 16:00:00,2026-08-30 16:05:00,83
tojinbo-shotaro,Person,2026-08-30 16:05:00,2026-08-30 16:10:00,71
tojinbo-shotaro,Person,2026-08-30 16:10:00,2026-08-30 16:15:00,43
tojinbo-shotaro,Person,2026-08-30 16:15:00,2026-08-30 16:20:00,52
tojinbo-shotaro,Person,2026-08-30 16:20:00,2026-08-30 16:25:00,40
tojinbo-shotaro,Person,2026-08-30 16:25:00,2026-08-30 16:30:00,26
tojinbo-shotaro,Person,2026-08-30 16:30:00,2026-08-30 16:35:00,41
tojinbo-shotaro,Person,2026-08-30 16:35:00,2026-08-30 16:40:00,34
tojinbo-shotaro,Person,2026-08-30 16:40:00,2026-08-30 16:45:00,39
tojinbo-shotaro,Person,2026-08-30 16:45:00,2026-08-30 16:50:00,66
tojinbo-shotaro,Person,2026-08-30 16:50:00,2026-08-30 16:55:00,39
tojinbo-shotaro,Person,2026-08-30 16:55:00,2026-08-30 17:00:00,14
