placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2026-05-01 00:00:00,2026-05-02 00:00:00,506,6,173,40,27,44,26,33,17,7,0,35,15,14,32,13,14,5,3,1,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-02 00:00:00,2026-05-03 00:00:00,743,9,270,56,56,68,46,33,18,9,0,46,19,23,35,21,14,7,12,0,0,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-03 00:00:00,2026-05-04 00:00:00,548,2,220,40,30,37,26,19,11,3,0,58,21,22,26,19,6,3,2,0,1,1,1,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-04 00:00:00,2026-05-05 00:00:00,856,11,332,44,48,85,41,33,22,8,0,75,30,29,41,24,19,8,2,0,1,0,0,2,0,1,0,0
fukui-station-east-entrance,Face,2026-05-05 00:00:00,2026-05-06 00:00:00,711,12,243,41,40,67,38,29,20,11,0,58,26,34,35,35,13,2,4,0,1,0,1,0,0,1,0,0
fukui-station-east-entrance,Face,2026-05-06 00:00:00,2026-05-07 00:00:00,542,6,164,49,34,57,28,19,14,10,0,50,24,18,36,12,6,9,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-07 00:00:00,2026-05-08 00:00:00,226,2,85,19,16,23,10,18,5,7,0,14,5,6,4,6,2,1,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-08 00:00:00,2026-05-09 00:00:00,236,0,92,15,13,16,15,13,4,7,0,16,6,12,10,9,5,1,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-09 00:00:00,2026-05-10 00:00:00,417,7,162,28,26,44,26,12,6,3,0,31,13,9,19,9,6,3,10,0,0,2,0,0,0,0,0,1
fukui-station-east-entrance,Face,2026-05-10 00:00:00,2026-05-11 00:00:00,373,3,138,26,22,31,28,18,5,3,0,24,20,15,18,5,8,2,6,0,0,0,0,0,0,1,0,0
fukui-station-east-entrance,Face,2026-05-11 00:00:00,2026-05-12 00:00:00,274,4,105,20,21,29,7,7,5,5,0,24,7,10,7,6,9,5,2,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2026-05-12 00:00:00,2026-05-13 00:00:00,50,1,16,5,3,4,4,1,0,0,0,7,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-13 00:00:00,2026-05-14 00:00:00,249,4,85,22,12,30,14,7,10,3,0,18,5,4,11,9,7,5,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-14 00:00:00,2026-05-15 00:00:00,295,9,98,15,24,25,20,10,8,10,0,22,8,9,5,13,7,7,5,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-15 00:00:00,2026-05-16 00:00:00,366,3,145,25,30,30,23,9,19,7,1,25,9,9,8,9,3,5,4,0,1,0,0,0,0,1,0,0
fukui-station-east-entrance,Face,2026-05-16 00:00:00,2026-05-17 00:00:00,407,6,139,26,24,34,35,15,12,10,0,21,18,16,15,15,13,4,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-17 00:00:00,2026-05-18 00:00:00,445,7,153,39,26,37,17,11,17,9,1,35,20,17,21,15,11,4,2,0,1,0,0,0,0,1,0,1
fukui-station-east-entrance,Face,2026-05-18 00:00:00,2026-05-19 00:00:00,290,6,99,17,18,28,21,10,16,6,0,21,10,7,12,10,4,1,3,0,0,0,0,0,0,1,0,0
fukui-station-east-entrance,Face,2026-05-19 00:00:00,2026-05-20 00:00:00,297,4,90,27,19,27,18,11,12,7,0,21,8,11,9,15,5,4,8,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-20 00:00:00,2026-05-21 00:00:00,429,2,136,29,18,39,32,9,17,15,0,43,11,11,22,18,9,7,9,0,2,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-21 00:00:00,2026-05-22 00:00:00,320,4,105,34,23,36,26,12,10,8,0,19,4,3,10,9,9,1,7,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-05-22 00:00:00,2026-05-23 00:00:00,353,5,113,24,18,33,25,20,10,3,0,27,15,12,14,12,17,3,2,0,0,0,0,0,0,0,0,0
