placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2026-09-01 00:00:00,2026-09-02 00:00:00,271,2,100,25,28,27,16,4,9,3,0,21,6,8,12,5,2,3,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-09-02 00:00:00,2026-09-03 00:00:00,279,8,102,21,23,21,18,13,5,5,0,20,10,15,9,2,3,2,1,0,0,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2026-09-03 00:00:00,2026-09-04 00:00:00,286,2,110,12,11,26,21,13,7,5,0,26,15,13,12,6,3,2,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-09-04 00:00:00,2026-09-05 00:00:00,337,5,116,14,28,44,22,6,15,5,0,26,10,13,16,5,4,4,2,0,1,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2026-09-05 00:00:00,2026-09-06 00:00:00,537,6,196,37,40,62,33,19,6,10,1,33,29,15,17,11,13,4,2,0,0,1,1,0,1,0,0,0
fukui-station-east-entrance,Face,2026-09-06 00:00:00,2026-09-07 00:00:00,643,7,226,42,50,61,31,21,14,10,1,51,32,27,31,17,10,7,4,0,0,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2026-09-07 00:00:00,2026-09-08 00:00:00,339,0,114,33,27,42,20,15,13,3,0,13,13,9,13,16,5,2,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-09-08 00:00:00,2026-09-09 00:00:00,527,8,179,50,27,51,35,20,16,10,0,46,13,11,27,12,9,6,6,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-09-09 00:00:00,2026-09-10 00:00:00,494,5,175,29,29,63,36,14,9,4,0,47,22,20,22,10,3,2,3,0,0,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-09-10 00:00:00,2026-09-11 00:00:00,266,4,72,21,23,25,13,17,8,6,0,20,5,13,18,6,4,4,6,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-09-11 00:00:00,2026-09-12 00:00:00,397,3,139,26,34,48,26,12,18,12,0,25,11,12,12,4,6,2,5,0,1,1,0,0,0,0,0,0
