placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2026-03-01 00:00:00,2026-03-02 00:00:00,395,3,120,29,23,43,25,14,16,7,0,25,18,18,14,16,12,9,2,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-02 00:00:00,2026-03-03 00:00:00,257,4,92,18,12,18,10,8,9,3,0,17,18,10,11,13,4,6,3,0,0,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-03 00:00:00,2026-03-04 00:00:00,322,2,104,18,24,31,15,16,10,2,0,25,19,19,17,5,4,5,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-04 00:00:00,2026-03-05 00:00:00,239,2,68,21,15,25,13,13,13,3,0,18,9,7,15,9,6,0,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-05 00:00:00,2026-03-06 00:00:00,296,4,86,23,19,29,24,15,15,1,0,27,12,9,13,7,4,3,5,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-06 00:00:00,2026-03-07 00:00:00,297,1,99,17,12,25,16,10,16,6,0,36,20,12,18,2,3,1,2,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-07 00:00:00,2026-03-08 00:00:00,487,3,162,32,28,40,30,14,16,11,0,47,30,16,11,24,10,7,5,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-08 00:00:00,2026-03-09 00:00:00,485,6,141,34,30,31,25,15,21,6,0,60,28,22,24,15,13,6,7,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-09 00:00:00,2026-03-10 00:00:00,263,3,71,23,23,21,15,12,12,9,0,26,8,13,5,9,6,1,4,0,1,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-10 00:00:00,2026-03-11 00:00:00,306,1,84,15,20,24,16,11,15,17,0,23,14,21,11,11,11,5,6,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-11 00:00:00,2026-03-12 00:00:00,293,1,89,19,20,26,14,8,17,10,0,25,17,13,15,11,1,2,4,0,0,0,1,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-12 00:00:00,2026-03-13 00:00:00,395,4,129,26,22,27,30,20,14,13,0,25,22,15,14,13,14,4,2,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-13 00:00:00,2026-03-14 00:00:00,374,3,103,27,25,37,25,17,17,10,0,35,18,9,24,8,5,3,6,0,2,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-03-14 00:00:00,2026-03-15 00:00:00,548,5,148,35,33,43,28,27,16,10,1,45,37,19,37,27,22,9,3,0,0,1,1,0,1,0,0,0
