701,LicensePlate,2024-11-18 15:49:04,2024-11-18 15:49:05,"{""box"":{""left"":2838,""right"":6522,""top"":3106,""bottom"":6823},""time"":1731912544588},{""box"":{""left"":2838,""right"":6522,""top"":3106,""bottom"":6823},""time"":1731912545018}",,,松本,0,す
704,LicensePlate,2024-11-18 15:49:05,2024-11-18 15:49:05,"{""box"":{""left"":7503,""right"":9091,""top"":8636,""bottom"":9675},""time"":1731912545925}",,,1,50,0
