placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-11-10 00:00:00,2024-11-10 01:00:00,0
tojinbo-shotaro,Person,2024-11-10 01:00:00,2024-11-10 02:00:00,0
tojinbo-shotaro,Person,2024-11-10 02:00:00,2024-11-10 03:00:00,0
tojinbo-shotaro,Person,2024-11-10 03:00:00,2024-11-10 04:00:00,5
tojinbo-shotaro,Person,2024-11-10 04:00:00,2024-11-10 05:00:00,1
tojinbo-shotaro,Person,2024-11-10 05:00:00,2024-11-10 06:00:00,0
tojinbo-shotaro,Person,2024-11-10 06:00:00,2024-11-10 07:00:00,79
tojinbo-shotaro,Person,2024-11-10 07:00:00,2024-11-10 08:00:00,231
tojinbo-shotaro,Person,2024-11-10 08:00:00,2024-11-10 09:00:00,757
tojinbo-shotaro,Person,2024-11-10 09:00:00,2024-11-10 10:00:00,1136
tojinbo-shotaro,Person,2024-11-10 10:00:00,2024-11-10 11:00:00,2313
tojinbo-shotaro,Person,2024-11-10 11:00:00,2024-11-10 12:00:00,2484
tojinbo-shotaro,Person,2024-11-10 12:00:00,2024-11-10 13:00:00,1704
tojinbo-shotaro,Person,2024-11-10 13:00:00,2024-11-10 14:00:00,626
tojinbo-shotaro,Person,2024-11-10 14:00:00,2024-11-10 15:00:00,499
tojinbo-shotaro,Person,2024-11-10 15:00:00,2024-11-10 16:00:00,1071
tojinbo-shotaro,Person,2024-11-10 16:00:00,2024-11-10 17:00:00,1504
tojinbo-shotaro,Person,2024-11-10 17:00:00,2024-11-10 18:00:00,586
tojinbo-shotaro,Person,2024-11-10 18:00:00,2024-11-10 19:00:00,23
tojinbo-shotaro,Person,2024-11-10 19:00:00,2024-11-10 20:00:00,0
tojinbo-shotaro,Person,2024-11-10 20:00:00,2024-11-10 21:00:00,0
tojinbo-shotaro,Person,2024-11-10 21:00:00,2024-11-10 22:00:00,7
tojinbo-shotaro,Person,2024-11-10 22:00:00,2024-11-10 23:00:00,4
tojinbo-shotaro,Person,2024-11-10 23:00:00,2024-11-11 00:00:00,7
