placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-11-19 00:00:00,2024-11-19 01:00:00,0
tojinbo-shotaro,Person,2024-11-19 01:00:00,2024-11-19 02:00:00,0
tojinbo-shotaro,Person,2024-11-19 02:00:00,2024-11-19 03:00:00,0
tojinbo-shotaro,Person,2024-11-19 03:00:00,2024-11-19 04:00:00,9
tojinbo-shotaro,Person,2024-11-19 04:00:00,2024-11-19 05:00:00,2
tojinbo-shotaro,Person,2024-11-19 05:00:00,2024-11-19 06:00:00,8
tojinbo-shotaro,Person,2024-11-19 06:00:00,2024-11-19 07:00:00,54
tojinbo-shotaro,Person,2024-11-19 07:00:00,2024-11-19 08:00:00,257
tojinbo-shotaro,Person,2024-11-19 08:00:00,2024-11-19 09:00:00,626
tojinbo-shotaro,Person,2024-11-19 09:00:00,2024-11-19 10:00:00,1351
tojinbo-shotaro,Person,2024-11-19 10:00:00,2024-11-19 11:00:00,1600
tojinbo-shotaro,Person,2024-11-19 11:00:00,2024-11-19 12:00:00,1581
tojinbo-shotaro,Person,2024-11-19 12:00:00,2024-11-19 13:00:00,1680
tojinbo-shotaro,Person,2024-11-19 13:00:00,2024-11-19 14:00:00,1516
tojinbo-shotaro,Person,2024-11-19 14:00:00,2024-11-19 15:00:00,1635
tojinbo-shotaro,Person,2024-11-19 15:00:00,2024-11-19 16:00:00,1442
tojinbo-shotaro,Person,2024-11-19 16:00:00,2024-11-19 17:00:00,1145
tojinbo-shotaro,Person,2024-11-19 17:00:00,2024-11-19 18:00:00,163
tojinbo-shotaro,Person,2024-11-19 18:00:00,2024-11-19 19:00:00,15
tojinbo-shotaro,Person,2024-11-19 19:00:00,2024-11-19 20:00:00,0
tojinbo-shotaro,Person,2024-11-19 20:00:00,2024-11-19 21:00:00,3
tojinbo-shotaro,Person,2024-11-19 21:00:00,2024-11-19 22:00:00,0
tojinbo-shotaro,Person,2024-11-19 22:00:00,2024-11-19 23:00:00,0
tojinbo-shotaro,Person,2024-11-19 23:00:00,2024-11-20 00:00:00,0
