placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-11-05 00:00:00,2024-11-05 01:00:00,0
tojinbo-shotaro,Person,2024-11-05 01:00:00,2024-11-05 02:00:00,7
tojinbo-shotaro,Person,2024-11-05 02:00:00,2024-11-05 03:00:00,0
tojinbo-shotaro,Person,2024-11-05 03:00:00,2024-11-05 04:00:00,2
tojinbo-shotaro,Person,2024-11-05 04:00:00,2024-11-05 05:00:00,4
tojinbo-shotaro,Person,2024-11-05 05:00:00,2024-11-05 06:00:00,24
tojinbo-shotaro,Person,2024-11-05 06:00:00,2024-11-05 07:00:00,136
tojinbo-shotaro,Person,2024-11-05 07:00:00,2024-11-05 08:00:00,163
tojinbo-shotaro,Person,2024-11-05 08:00:00,2024-11-05 09:00:00,476
tojinbo-shotaro,Person,2024-11-05 09:00:00,2024-11-05 10:00:00,892
tojinbo-shotaro,Person,2024-11-05 10:00:00,2024-11-05 11:00:00,1431
tojinbo-shotaro,Person,2024-11-05 11:00:00,2024-11-05 12:00:00,1665
tojinbo-shotaro,Person,2024-11-05 12:00:00,2024-11-05 13:00:00,1523
tojinbo-shotaro,Person,2024-11-05 13:00:00,2024-11-05 14:00:00,1542
tojinbo-shotaro,Person,2024-11-05 14:00:00,2024-11-05 15:00:00,1472
tojinbo-shotaro,Person,2024-11-05 15:00:00,2024-11-05 16:00:00,978
tojinbo-shotaro,Person,2024-11-05 16:00:00,2024-11-05 17:00:00,951
tojinbo-shotaro,Person,2024-11-05 17:00:00,2024-11-05 18:00:00,105
tojinbo-shotaro,Person,2024-11-05 18:00:00,2024-11-05 19:00:00,9
tojinbo-shotaro,Person,2024-11-05 19:00:00,2024-11-05 20:00:00,5
tojinbo-shotaro,Person,2024-11-05 20:00:00,2024-11-05 21:00:00,0
tojinbo-shotaro,Person,2024-11-05 21:00:00,2024-11-05 22:00:00,17
tojinbo-shotaro,Person,2024-11-05 22:00:00,2024-11-05 23:00:00,0
tojinbo-shotaro,Person,2024-11-05 23:00:00,2024-11-06 00:00:00,0
