placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-07-26 17:00:00,2026-07-26 17:05:00,124
tojinbo-shotaro,Person,2026-07-26 17:05:00,2026-07-26 17:10:00,47
tojinbo-shotaro,Person,2026-07-26 17:10:00,2026-07-26 17:15:00,35
tojinbo-shotaro,Person,2026-07-26 17:15:00,2026-07-26 17:20:00,46
tojinbo-shotaro,Person,2026-07-26 17:20:00,2026-07-26 17:25:00,20
tojinbo-shotaro,Person,2026-07-26 17:25:00,2026-07-26 17:30:00,38
tojinbo-shotaro,Person,2026-07-26 17:30:00,2026-07-26 17:35:00,21
tojinbo-shotaro,Person,2026-07-26 17:35:00,2026-07-26 17:40:00,19
tojinbo-shotaro,Person,2026-07-26 17:40:00,2026-07-26 17:45:00,9
tojinbo-shotaro,Person,2026-07-26 17:45:00,2026-07-26 17:50:00,12
tojinbo-shotaro,Person,2026-07-26 17:50:00,2026-07-26 17:55:00,9
tojinbo-shotaro,Person,2026-07-26 17:55:00,2026-07-26 18:00:00,8
