135,LicensePlate,2025-01-09 14:47:29,2025-01-09 14:47:32,"{""box"":{""left"":2542,""right"":6792,""top"":2843,""bottom"":7080},""time"":1736401649914}",,,福井,300,わ
136,LicensePlate,2025-01-09 14:47:35,2025-01-09 14:47:37,"{""box"":{""left"":5678,""right"":7778,""top"":6306,""bottom"":9107},""time"":1736401655723}",,,2,6,9
