placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-04-01 00:00:00,2026-04-02 00:00:00,8299
fukui-station-east-entrance,Person,2026-04-02 00:00:00,2026-04-03 00:00:00,8549
fukui-station-east-entrance,Person,2026-04-03 00:00:00,2026-04-04 00:00:00,8606
fukui-station-east-entrance,Person,2026-04-04 00:00:00,2026-04-05 00:00:00,11243
fukui-station-east-entrance,Person,2026-04-05 00:00:00,2026-04-06 00:00:00,11682
fukui-station-east-entrance,Person,2026-04-06 00:00:00,2026-04-07 00:00:00,7947
fukui-station-east-entrance,Person,2026-04-07 00:00:00,2026-04-08 00:00:00,7355
fukui-station-east-entrance,Person,2026-04-08 00:00:00,2026-04-09 00:00:00,6760
fukui-station-east-entrance,Person,2026-04-09 00:00:00,2026-04-10 00:00:00,6053
fukui-station-east-entrance,Person,2026-04-10 00:00:00,2026-04-11 00:00:00,7400
fukui-station-east-entrance,Person,2026-04-11 00:00:00,2026-04-12 00:00:00,10251
