353,LicensePlate,2024-12-04 14:56:19,2024-12-04 14:56:30,"{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291779522},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291781021},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291782022},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291783030},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291784000},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291785009},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291786008},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291787002},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291788011},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291789006},{""box"":{""left"":2274,""right"":6631,""top"":2526,""bottom"":6920},""time"":1733291790043}",,,福井,500,わ
354,Face,2024-12-04 14:56:31,2024-12-04 14:56:31,"{""box"":{""left"":5958,""right"":4052,""top"":6698,""bottom"":5130},""time"":1733291791086}","35,44",male,,,
356,LicensePlate,2024-12-04 14:57:23,2024-12-04 14:57:26,"{""box"":{""left"":2551,""right"":6699,""top"":2872,""bottom"":7069},""time"":1733291843167},{""box"":{""left"":2551,""right"":6699,""top"":2872,""bottom"":7069},""time"":1733291845039},{""box"":{""left"":2551,""right"":6699,""top"":2872,""bottom"":7069},""time"":1733291846005}",,,神戸,376,て
357,LicensePlate,2024-12-04 14:57:29,2024-12-04 14:57:31,"{""box"":{""left"":5754,""right"":7943,""top"":6414,""bottom"":9276},""time"":1733291849642},{""box"":{""left"":5754,""right"":7943,""top"":6414,""bottom"":9276},""time"":1733291851046}",,,神戸,376,て
358,Face,2024-12-04 14:57:32,2024-12-04 14:57:32,"{""box"":{""left"":5613,""right"":4162,""top"":6495,""bottom"":5446},""time"":1733291852157}","55,64",male,,,
