227,LicensePlate,2024-11-29 11:54:35,2024-11-29 11:54:38,"{""box"":{""left"":2379,""right"":6668,""top"":2618,""bottom"":6958},""time"":1732848875527},{""box"":{""left"":2379,""right"":6668,""top"":2618,""bottom"":6958},""time"":1732848876060},{""box"":{""left"":2379,""right"":6668,""top"":2618,""bottom"":6958},""time"":1732848877068},{""box"":{""left"":2379,""right"":6668,""top"":2618,""bottom"":6958},""time"":1732848878025}",,,尾張小牧,302,の
228,LicensePlate,2024-11-29 11:54:39,2024-11-29 11:54:50,"{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848879999},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848881005},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848882002},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848883010},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848884007},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848885015},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848886012},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848887020},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848888018},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848889056},{""box"":{""left"":6065,""right"":8031,""top"":6634,""bottom"":9097},""time"":1732848890064}",,,6,6,0
