111792,Person,2024-10-27 17:18:12,2024-10-27 17:18:24,{"left":3425,"right":125,"top":3600,"bottom":697},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017098354},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017098705},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017099750},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017100013},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017100224},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017100375},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017100526},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017100677},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017100878},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017101028},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017101190},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017102357},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017102508},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017103022},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017103172},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017103374},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017103393},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017103526},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017103544},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017104038},{"box":{"left":3425,"right":125,"top":3600,"bottom":697},"time":1730017104057},,,,,
111793,Person,2024-10-27 17:18:13,2024-10-27 17:18:20,{"left":3606,"right":135,"top":3750,"bottom":729},{"box":{"left":3606,"right":135,"top":3750,"bottom":729},"time":1730017099779},{"box":{"left":3606,"right":135,"top":3750,"bottom":729},"time":1730017100032},,,,,
111795,Person,2024-10-27 17:18:29,2024-10-27 17:18:30,{"left":4262,"right":263,"top":4424,"bottom":902},,,,,
111796,Person,2024-10-27 17:18:54,2024-10-27 17:18:59,{"left":3481,"right":96,"top":3649,"bottom":685},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017137042},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017137504},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017137715},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017137866},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017138017},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017138178},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017138379},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017138530},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017139344},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017139545},{"box":{"left":3481,"right":96,"top":3649,"bottom":685},"time":1730017139696},,,,,
111797,Person,2024-10-27 17:18:59,2024-10-27 17:19:13,{"left":3637,"right":187,"top":3818,"bottom":947},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017144541},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017144691},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017144852},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017146529},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017146680},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017146841},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017147032},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017147194},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017147576},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017147856},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017148007},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017148359},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017148520},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017148720},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017148871},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017149182},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017149534},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017149836},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017150047},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017150065},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017150198},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017150216},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017150500},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017150711},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151364},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151382},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151516},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151534},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151677},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151695},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151878},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017151896},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017152340},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017152358},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017153389},{"box":{"left":3637,"right":187,"top":3818,"bottom":947},"time":1730017153419},,,,,
111798,Person,2024-10-27 17:19:00,2024-10-27 17:19:00,{"left":3757,"right":162,"top":3907,"bottom":931},,,,,
111800,Person,2024-10-27 17:19:12,2024-10-27 17:19:16,{"left":4745,"right":1197,"top":5077,"bottom":3062},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017152716},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017152868},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017153438},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017153868},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017154219},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017155335},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017155536},{"box":{"left":4745,"right":1197,"top":5077,"bottom":3062},"time":1730017156199},,,,,
111801,Person,2024-10-27 17:19:31,2024-10-27 17:19:32,{"left":3705,"right":375,"top":3861,"bottom":1062},,,,,
111802,Person,2024-10-27 17:19:40,2024-10-27 17:19:43,{"left":4437,"right":1149,"top":4718,"bottom":2582},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017181539},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017181700},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017181851},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017182051},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017182202},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017182353},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017182513},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017182714},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017182865},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017183016},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017183217},{"box":{"left":4437,"right":1149,"top":4718,"bottom":2582},"time":1730017183720},,,,,
111803,Person,2024-10-27 17:21:06,2024-10-27 17:21:06,{"left":3550,"right":10,"top":3731,"bottom":843},,,,,
